Event,GameNo,White,Black,WhiteElo,BlackElo,WhiteRD,BlackRD,TimeControl,Date,Time,ECO,PlyCount,Result,Moves,White_Move_1,Black_Move_1,White_Move_2,Black_Move_2,White_Move_3,Black_Move_3,White_Move_4,Black_Move_4,White_Move_5,Black_Move_5,White_Move_6,Black_Move_6,White_Move_7,Black_Move_7,White_Move_8,Black_Move_8,White_Move_9,Black_Move_9,White_Move_10,Black_Move_10,White_Move_11,Black_Move_11,White_Move_12,Black_Move_12,White_Move_13,Black_Move_13,White_Move_14,Black_Move_14,White_Move_15,Black_Move_15,White_Move_16,Black_Move_16,White_Move_17,Black_Move_17,White_Move_18,Black_Move_18,White_Move_19,Black_Move_19,White_Move_20,Black_Move_20,White_Move_21,Black_Move_21,White_Move_22,Black_Move_22,White_Move_23,Black_Move_23,White_Move_24,Black_Move_24,White_Move_25,Black_Move_25,White_Move_26,Black_Move_26,White_Move_27,Black_Move_27,White_Move_28,Black_Move_28,White_Move_29,Black_Move_29,White_Move_30,Black_Move_30,White_Move_31,Black_Move_31,White_Move_32,Black_Move_32,White_Move_33,Black_Move_33,White_Move_34,Black_Move_34,White_Move_35,Black_Move_35,White_Move_36,Black_Move_36,White_Move_37,Black_Move_37,White_Move_38,Black_Move_38,White_Move_39,Black_Move_39,White_Move_40,Black_Move_40,White_Move_41,Black_Move_41,White_Move_42,Black_Move_42,White_Move_43,Black_Move_43,White_Move_44,Black_Move_44,White_Move_45,Black_Move_45,White_Move_46,Black_Move_46,White_Move_47,Black_Move_47,White_Move_48,Black_Move_48,White_Move_49,Black_Move_49,White_Move_50,Black_Move_50,White_Move_51,Black_Move_51,White_Move_52,Black_Move_52,White_Move_53,Black_Move_53,White_Move_54,Black_Move_54,White_Move_55,Black_Move_55,White_Move_56,Black_Move_56,White_Move_57,Black_Move_57,White_Move_58,Black_Move_58,White_Move_59,Black_Move_59,White_Move_60,Black_Move_60,White_Move_61,Black_Move_61,White_Move_62,Black_Move_62,White_Move_63,Black_Move_63,White_Move_64,Black_Move_64,White_Move_65,Black_Move_65,White_Move_66,Black_Move_66,White_Move_67,Black_Move_67,White_Move_68,Black_Move_68,White_Move_69,Black_Move_69,White_Move_70,Black_Move_70,White_Move_71,Black_Move_71,White_Move_72,Black_Move_72,White_Move_73,Black_Move_73,White_Move_74,Black_Move_74,White_Move_75,Black_Move_75,White_Move_76,Black_Move_76,White_Move_77,Black_Move_77,White_Move_78,Black_Move_78,White_Move_79,Black_Move_79,White_Move_80,Black_Move_80,White_Move_81,Black_Move_81,White_Move_82,Black_Move_82,White_Move_83,Black_Move_83,White_Move_84,Black_Move_84,White_Move_85,Black_Move_85,White_Move_86,Black_Move_86,White_Move_87,Black_Move_87,White_Move_88,Black_Move_88,White_Move_89,Black_Move_89,White_Move_90,Black_Move_90,White_Move_91,Black_Move_91,White_Move_92,Black_Move_92,White_Move_93,Black_Move_93,White_Move_94,Black_Move_94,White_Move_95,Black_Move_95,White_Move_96,Black_Move_96,White_Move_97,Black_Move_97,White_Move_98,Black_Move_98,White_Move_99,Black_Move_99,White_Move_100,Black_Move_100,White_Move_101,Black_Move_101,White_Move_102,Black_Move_102,White_Move_103,Black_Move_103,White_Move_104,Black_Move_104,White_Move_105,Black_Move_105,White_Move_106,Black_Move_106,White_Move_107,Black_Move_107,White_Move_108,Black_Move_108,White_Move_109,Black_Move_109,White_Move_110,Black_Move_110,White_Move_111,Black_Move_111,White_Move_112,Black_Move_112,White_Move_113,Black_Move_113,White_Move_114,Black_Move_114,White_Move_115,Black_Move_115,White_Move_116,Black_Move_116,White_Move_117,Black_Move_117,White_Move_118,Black_Move_118,White_Move_119,Black_Move_119,White_Move_120,Black_Move_120,White_Move_121,Black_Move_121,White_Move_122,Black_Move_122,White_Move_123,Black_Move_123,White_Move_124,Black_Move_124,White_Move_125,Black_Move_125,White_Move_126,Black_Move_126,White_Move_127,Black_Move_127,White_Move_128,Black_Move_128,White_Move_129,Black_Move_129,White_Move_130,Black_Move_130,White_Move_131,Black_Move_131,White_Move_132,Black_Move_132,White_Move_133,Black_Move_133,White_Move_134,Black_Move_134,White_Move_135,Black_Move_135,White_Move_136,Black_Move_136,White_Move_137,Black_Move_137,White_Move_138,Black_Move_138,White_Move_139,Black_Move_139,White_Move_140,Black_Move_140,White_Move_141,Black_Move_141,White_Move_142,Black_Move_142,White_Move_143,Black_Move_143,White_Move_144,Black_Move_144,White_Move_145,Black_Move_145,White_Move_146,Black_Move_146,White_Move_147,Black_Move_147,White_Move_148,Black_Move_148,White_Move_149,Black_Move_149,White_Move_150,Black_Move_150,White_Move_151,Black_Move_151,White_Move_152,Black_Move_152,White_Move_153,Black_Move_153,White_Move_154,Black_Move_154,White_Move_155,Black_Move_155,White_Move_156,Black_Move_156,White_Move_157,Black_Move_157,White_Move_158,Black_Move_158
FICS rated standard game,513225842,bunicul,Mentallytough,1524,1718,36.4,31.0,900+0,2022.12.31,13:14:00,D00,56,0-1,d4 d5 Nc3 Nf6 Bf4 c6 e3 Bg4 f3 Bh5 Be2 Nbd7 h4 h6 g4 Bg6 Bd3 Bxd3 Qxd3 e6 O-O-O Nb6 Nge2 Nc4 g5 Nh5 gxh6 Qb6 Na4 Qa5 Qb3 b5 Nc5 Bxc5 dxc5 Nxf4 Nxf4 Rxh6 Rdg1 Qd2+ Kb1 Nxe3 Rxg7 Ke7 Nd3 a5 Rc1 Rxh4 Ne5 Kf6 Rxf7+ Kxe5 f4+ Rxf4 Rh1 Rxf7,d4,d5,Nc3,Nf6,Bf4,c6,e3,Bg4,f3,Bh5,Be2,Nbd7,h4,h6,g4,Bg6,Bd3,Bxd3,Qxd3,e6,O-O-O,Nb6,Nge2,Nc4,g5,Nh5,gxh6,Qb6,Na4,Qa5,Qb3,b5,Nc5,Bxc5,dxc5,Nxf4,Nxf4,Rxh6,Rdg1,Qd2+,Kb1,Nxe3,Rxg7,Ke7,Nd3,a5,Rc1,Rxh4,Ne5,Kf6,Rxf7+,Kxe5,f4+,Rxf4,Rh1,Rxf7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,513225839,RexRegorum,Pinstriper,1834,1526,31.7,33.2,900+0,2022.12.31,13:21:00,B40,81,1-0,Nf3 e6 e4 c5 g3 d5 exd5 Qxd5 Bg2 Nc6 O-O Bd7 Nc3 Qh5 Nb5 O-O-O a4 Nf6 a5 a6 Na3 Nxa5 Qe2 Bc6 Nc4 Nxc4 Qxc4 Ng4 h4 Bb5 Qe4 Bxf1 Kxf1 Rd6 Ne5 Nh2+ Kg1 f5 Qxb7+ Kd8 Nf7+ Ke8 Nxd6+ Bxd6 Bc6+ Kf8 Qc8+ Kf7 Qxh8 Nf3+ Bxf3 Qxf3 Qd8 Qd1+ Kg2 Qxc2 Qxd6 Qe4+ Kh2 h5 Qf4 Qe2 Rxa6 Qxa6 Qc7+ Kg6 Qxc5 Qa1 Qc3 Qa7 d4 Qa6 Qe3 Qc6 Bd2 Qd5 b4 Qe4 Qxe4 fxe4 b5,Nf3,e6,e4,c5,g3,d5,exd5,Qxd5,Bg2,Nc6,O-O,Bd7,Nc3,Qh5,Nb5,O-O-O,a4,Nf6,a5,a6,Na3,Nxa5,Qe2,Bc6,Nc4,Nxc4,Qxc4,Ng4,h4,Bb5,Qe4,Bxf1,Kxf1,Rd6,Ne5,Nh2+,Kg1,f5,Qxb7+,Kd8,Nf7+,Ke8,Nxd6+,Bxd6,Bc6+,Kf8,Qc8+,Kf7,Qxh8,Nf3+,Bxf3,Qxf3,Qd8,Qd1+,Kg2,Qxc2,Qxd6,Qe4+,Kh2,h5,Qf4,Qe2,Rxa6,Qxa6,Qc7+,Kg6,Qxc5,Qa1,Qc3,Qa7,d4,Qa6,Qe3,Qc6,Bd2,Qd5,b4,Qe4,Qxe4,fxe4,b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,513225826,meroramadan,Qiyas,1911,1807,34.8,34.5,1500+20,2022.12.31,13:00:00,C47,73,1-0,e4 e5 Bc4 Nf6 Nf3 Nc6 Nc3 Nxe4 Bxf7+ Kxf7 Nxe4 d5 Neg5+ Kg8 d4 h6 Nh3 e4 Ne5 Nxe5 dxe5 c6 Qh5 Bc5 Nf4 Qg5 Qe8+ Kh7 Qh5 g6 Qxg5 hxg5 Ne2 g4 g3 Kg7 Bg5 Rf8 Bf6+ Kh6 c3 e3 Nd4 exf2+ Kxf2 Bf5 Ke1 Rae8 Kd2 Bb6 Nxf5+ gxf5 h3 Kh5 Raf1 Kg6 hxg4 fxg4 Rf4 Rg8 Rxg4+ Kf5 Rf4+ Ke6 g4 Bd8 Rh6 Bxf6 exf6 Rh8 f7+ Rxh6 fxe8=Q+,e4,e5,Bc4,Nf6,Nf3,Nc6,Nc3,Nxe4,Bxf7+,Kxf7,Nxe4,d5,Neg5+,Kg8,d4,h6,Nh3,e4,Ne5,Nxe5,dxe5,c6,Qh5,Bc5,Nf4,Qg5,Qe8+,Kh7,Qh5,g6,Qxg5,hxg5,Ne2,g4,g3,Kg7,Bg5,Rf8,Bf6+,Kh6,c3,e3,Nd4,exf2+,Kxf2,Bf5,Ke1,Rae8,Kd2,Bb6,Nxf5+,gxf5,h3,Kh5,Raf1,Kg6,hxg4,fxg4,Rf4,Rg8,Rxg4+,Kf5,Rf4+,Ke6,g4,Bd8,Rh6,Bxf6,exf6,Rh8,f7+,Rxh6,fxe8=Q+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,513225824,riceball,Bkosuta,1819,1827,40.4,73.1,900+0,2022.12.31,13:12:00,A40,74,0-1,d4 e6 c4 c5 d5 e5 Nc3 d6 e4 h6 Nf3 Nf6 Bd3 a6 O-O Be7 a3 Nbd7 b4 b6 Re1 Nf8 bxc5 bxc5 Rb1 Bd7 Qb3 N8h7 a4 Ng5 Qb7 Nxf3+ gxf3 O-O Qb2 Nh5 Kh1 Nf4 Bxf4 exf4 Qd2 Bg5 Rg1 Qf6 e5 Qxe5 Ne4 f6 Rb6 f5 Nxd6 Rfb8 Re1 Qd4 Rxb8+ Rxb8 Rd1 Rb2 Qe1 Qxf2 Qxf2 Rxf2 Bxf5 Bxf5 Nxf5 Rxf3 Nd6 Ra3 Nb7 f3 Kg1 Rxa4 Kf1 Rxc4,d4,e6,c4,c5,d5,e5,Nc3,d6,e4,h6,Nf3,Nf6,Bd3,a6,O-O,Be7,a3,Nbd7,b4,b6,Re1,Nf8,bxc5,bxc5,Rb1,Bd7,Qb3,N8h7,a4,Ng5,Qb7,Nxf3+,gxf3,O-O,Qb2,Nh5,Kh1,Nf4,Bxf4,exf4,Qd2,Bg5,Rg1,Qf6,e5,Qxe5,Ne4,f6,Rb6,f5,Nxd6,Rfb8,Re1,Qd4,Rxb8+,Rxb8,Rd1,Rb2,Qe1,Qxf2,Qxf2,Rxf2,Bxf5,Bxf5,Nxf5,Rxf3,Nd6,Ra3,Nb7,f3,Kg1,Rxa4,Kf1,Rxc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS unrated standard game,513225784,DasR,Plaban,1884,1461,58.6,139.8,900+0,2022.12.31,13:23:00,C42,21,1-0,e4 e5 Nf3 Nf6 Nxe5 d6 Nxf7 Kxf7 d4 Nxe4 Qh5+ g6 Qd5+ Kg7 Qxe4 d5 Qe5+ Qf6 Bh6+ Kg8 Qxf6,e4,e5,Nf3,Nf6,Nxe5,d6,Nxf7,Kxf7,d4,Nxe4,Qh5+,g6,Qd5+,Kg7,Qxe4,d5,Qe5+,Qf6,Bh6+,Kg8,Qxf6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS unrated standard game,513225758,Plaban,DasR,1461,1884,139.8,58.6,900+0,2022.12.31,13:16:00,D40,33,0-1,d4 d5 c4 e6 Nf3 Nf6 Nc3 c5 e3 Nc6 dxc5 Bxc5 cxd5 Nxd5 Nxd5 exd5 a3 O-O g3 Bg4 Bg2 Ne5 Qe2 d4 exd4 Bxd4 O-O Re8 Qe4 Nxf3+ Qxf3 Bxf3 Bxf3,d4,d5,c4,e6,Nf3,Nf6,Nc3,c5,e3,Nc6,dxc5,Bxc5,cxd5,Nxd5,Nxd5,exd5,a3,O-O,g3,Bg4,Bg2,Ne5,Qe2,d4,exd4,Bxd4,O-O,Re8,Qe4,Nxf3+,Qxf3,Bxf3,Bxf3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,513225749,Pinstriper,RexRegorum,1528,1832,33.3,31.8,900+0,2022.12.31,13:11:00,A24,63,0-1,e3 e5 c4 Nf6 g3 g6 Bg2 Bg7 Nc3 d6 e4 O-O d3 Nc6 h3 Nh5 Bf3 Nf6 Bg5 Nd4 h4 h6 Be3 Nxf3+ Qxf3 Bg4 Qg2 h5 Bg5 Kh7 Nd5 c6 Nxf6+ Bxf6 Bxf6 Qxf6 f3 Bd7 O-O-O b5 b3 bxc4 dxc4 d5 exd5 cxd5 Rxd5 Bc6 Rc5 e4 fxe4 Qa1+ Kc2 Qxa2+ Kd3 Qxg2 Rxc6 Qxh1 Ne2 Qf3+ Kd2 Qxe4 Nc3,e3,e5,c4,Nf6,g3,g6,Bg2,Bg7,Nc3,d6,e4,O-O,d3,Nc6,h3,Nh5,Bf3,Nf6,Bg5,Nd4,h4,h6,Be3,Nxf3+,Qxf3,Bg4,Qg2,h5,Bg5,Kh7,Nd5,c6,Nxf6+,Bxf6,Bxf6,Qxf6,f3,Bd7,O-O-O,b5,b3,bxc4,dxc4,d5,exd5,cxd5,Rxd5,Bc6,Rc5,e4,fxe4,Qa1+,Kc2,Qxa2+,Kd3,Qxg2,Rxc6,Qxh1,Ne2,Qf3+,Kd2,Qxe4,Nc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,513225739,Tokka,chinchu,1535,1645,57.0,40.8,900+0,2022.12.31,12:59:00,B07,70,0-1,e4 d6 Nf3 e6 d4 b6 Bb5+ c6 Be2 Bb7 O-O h6 d5 cxd5 e5 Ba6 Nc3 Bxe2 Qxe2 Nd7 Bf4 Ne7 Nb5 Ng6 Bg3 dxe5 c4 d4 h4 Bc5 h5 Nf4 Bxf4 exf4 Qd3 O-O b4 Bxb4 Rab1 Bc5 Nbxd4 Nf6 Rbd1 Nxh5 Qe4 Qf6 Nc6 Ng3 Qd3 Nxf1 Kxf1 e5 Nfxe5 Rfe8 Qd7 Rxe5 Nxe5 Qxe5 Qc6 Re8 Qf3 Qe4 Qg4 Qxc4+ Kg1 Qxa2 Kh1 Qxf2 Rg1 Qxg1#,e4,d6,Nf3,e6,d4,b6,Bb5+,c6,Be2,Bb7,O-O,h6,d5,cxd5,e5,Ba6,Nc3,Bxe2,Qxe2,Nd7,Bf4,Ne7,Nb5,Ng6,Bg3,dxe5,c4,d4,h4,Bc5,h5,Nf4,Bxf4,exf4,Qd3,O-O,b4,Bxb4,Rab1,Bc5,Nbxd4,Nf6,Rbd1,Nxh5,Qe4,Qf6,Nc6,Ng3,Qd3,Nxf1,Kxf1,e5,Nfxe5,Rfe8,Qd7,Rxe5,Nxe5,Qxe5,Qc6,Re8,Qf3,Qe4,Qg4,Qxc4+,Kg1,Qxa2,Kh1,Qxf2,Rg1,Qxg1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS unrated standard game,513225717,DasR,Plaban,1884,1461,58.6,139.8,900+0,2022.12.31,13:10:00,C55,26,1-0,e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 O-O d6 Ng5 g6 Nxf7 Qe7 Nxh8 Nxe4 Nf7 Bg7 Re1 Kf8 Bh6 Qh4 Qf3 Bxh6 Nxh6+ Kg7,e4,e5,Nf3,Nc6,Bc4,Nf6,d4,exd4,O-O,d6,Ng5,g6,Nxf7,Qe7,Nxh8,Nxe4,Nf7,Bg7,Re1,Kf8,Bh6,Qh4,Qf3,Bxh6,Nxh6+,Kg7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,513225712,lorienwood,Keffa,1796,1854,50.9,60.1,900+0,2022.12.31,13:03:00,B20,63,1-0,e4 c5 Bc4 e6 a3 d5 exd5 exd5 Ba2 Nf6 h3 Be7 d3 O-O Nf3 Nc6 O-O Re8 Nc3 Be6 Nh2 Nd4 Bg5 h6 Bxf6 Bxf6 Rb1 Qd7 Ne2 Nxe2+ Qxe2 Bxh3 Qh5 Be6 Rfe1 Rad8 c3 Bf5 Rxe8+ Rxe8 Rd1 Rd8 d4 c4 Bb1 Bxb1 Rxb1 Kh7 Ng4 Bg5 Re1 g6 Qh3 Qf5 Re5 Qb1+ Kh2 Kg7 Rxg5 hxg5 Qh6+ Kg8 Nf6#,e4,c5,Bc4,e6,a3,d5,exd5,exd5,Ba2,Nf6,h3,Be7,d3,O-O,Nf3,Nc6,O-O,Re8,Nc3,Be6,Nh2,Nd4,Bg5,h6,Bxf6,Bxf6,Rb1,Qd7,Ne2,Nxe2+,Qxe2,Bxh3,Qh5,Be6,Rfe1,Rad8,c3,Bf5,Rxe8+,Rxe8,Rd1,Rd8,d4,c4,Bb1,Bxb1,Rxb1,Kh7,Ng4,Bg5,Re1,g6,Qh3,Qf5,Re5,Qb1+,Kh2,Kg7,Rxg5,hxg5,Qh6+,Kg8,Nf6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,513225704,Mentallytough,bunicul,1714,1528,31.1,36.5,900+0,2022.12.31,12:52:00,B21,45,1-0,e4 c5 f4 d6 Nf3 Bg4 Bc4 Bxf3 Qxf3 Nf6 e5 Nfd7 Qxb7 Nb6 Bxf7+ Kxf7 a4 Qc8 Qf3 Qc6 Qa3 Qxg2 Rf1 Qe4+ Kd1 Qb4 Qf3 d5 a5 Nc4 Qxd5+ e6 Qxa8 Nxb2+ Ke1 Be7 Qf3 Bh4+ Ke2 Qc4+ Ke3 Qd4+ Ke2 Qc4+ Ke3,e4,c5,f4,d6,Nf3,Bg4,Bc4,Bxf3,Qxf3,Nf6,e5,Nfd7,Qxb7,Nb6,Bxf7+,Kxf7,a4,Qc8,Qf3,Qc6,Qa3,Qxg2,Rf1,Qe4+,Kd1,Qb4,Qf3,d5,a5,Nc4,Qxd5+,e6,Qxa8,Nxb2+,Ke1,Be7,Qf3,Bh4+,Ke2,Qc4+,Ke3,Qd4+,Ke2,Qc4+,Ke3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,513225694,ChrisVermaak,borodin,1613,1630,41.8,33.9,900+0,2022.12.31,13:00:00,D02,68,0-1,d4 d5 Nf3 Nf6 Bf4 e6 c3 Be7 Qc2 O-O e3 Ne4 Bd3 f5 O-O Nc6 a3 Bg5 Bxg5 Nxg5 Nxg5 Qxg5 f4 Qg6 Rf3 Qf6 Nd2 Ne7 c4 Ng6 cxd5 exd5 Qxc7 Nh4 Rg3 Be6 b4 b6 Nf3 Ng6 Ng5 Rac8 Qxa7 Rc3 Rd1 h6 Nxe6 Qxe6 a4 Qc6 h4 Ra8 Bb5 Qc8 Qxb6 Nxh4 Qd6 Rc1 Rxc1 Qxc1+ Kh2 Rf8 Qxh6 Nf3+ Kh3 Rf7 Qc6 Qh1#,d4,d5,Nf3,Nf6,Bf4,e6,c3,Be7,Qc2,O-O,e3,Ne4,Bd3,f5,O-O,Nc6,a3,Bg5,Bxg5,Nxg5,Nxg5,Qxg5,f4,Qg6,Rf3,Qf6,Nd2,Ne7,c4,Ng6,cxd5,exd5,Qxc7,Nh4,Rg3,Be6,b4,b6,Nf3,Ng6,Ng5,Rac8,Qxa7,Rc3,Rd1,h6,Nxe6,Qxe6,a4,Qc6,h4,Ra8,Bb5,Qc8,Qxb6,Nxh4,Qd6,Rc1,Rxc1,Qxc1+,Kh2,Rf8,Qxh6,Nf3+,Kh3,Rf7,Qc6,Qh1#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS unrated standard game,513225685,Plaban,DasR,1461,1884,139.8,58.6,900+0,2022.12.31,13:03:00,D02,26,0-1,d4 d5 Nf3 Nf6 Bf4 e6 e3 Bd6 Bg3 c5 c3 Nc6 Nbd2 b6 Qc2 Bb7 Ne5 O-O h3 cxd4 cxd4 Nb4 Qd1 Rc8 a3 Nc2+,d4,d5,Nf3,Nf6,Bf4,e6,e3,Bd6,Bg3,c5,c3,Nc6,Nbd2,b6,Qc2,Bb7,Ne5,O-O,h3,cxd4,cxd4,Nb4,Qd1,Rc8,a3,Nc2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
