Event,GameNo,White,Black,WhiteElo,BlackElo,WhiteRD,BlackRD,TimeControl,Date,Time,ECO,PlyCount,Result,Moves,White_Move_1,Black_Move_1,White_Move_2,Black_Move_2,White_Move_3,Black_Move_3,White_Move_4,Black_Move_4,White_Move_5,Black_Move_5,White_Move_6,Black_Move_6,White_Move_7,Black_Move_7,White_Move_8,Black_Move_8,White_Move_9,Black_Move_9,White_Move_10,Black_Move_10,White_Move_11,Black_Move_11,White_Move_12,Black_Move_12,White_Move_13,Black_Move_13,White_Move_14,Black_Move_14,White_Move_15,Black_Move_15,White_Move_16,Black_Move_16,White_Move_17,Black_Move_17,White_Move_18,Black_Move_18,White_Move_19,Black_Move_19,White_Move_20,Black_Move_20,White_Move_21,Black_Move_21,White_Move_22,Black_Move_22,White_Move_23,Black_Move_23,White_Move_24,Black_Move_24,White_Move_25,Black_Move_25,White_Move_26,Black_Move_26,White_Move_27,Black_Move_27,White_Move_28,Black_Move_28,White_Move_29,Black_Move_29,White_Move_30,Black_Move_30,White_Move_31,Black_Move_31,White_Move_32,Black_Move_32,White_Move_33,Black_Move_33,White_Move_34,Black_Move_34,White_Move_35,Black_Move_35,White_Move_36,Black_Move_36,White_Move_37,Black_Move_37,White_Move_38,Black_Move_38,White_Move_39,Black_Move_39,White_Move_40,Black_Move_40,White_Move_41,Black_Move_41,White_Move_42,Black_Move_42,White_Move_43,Black_Move_43,White_Move_44,Black_Move_44,White_Move_45,Black_Move_45,White_Move_46,Black_Move_46,White_Move_47,Black_Move_47,White_Move_48,Black_Move_48,White_Move_49,Black_Move_49,White_Move_50,Black_Move_50,White_Move_51,Black_Move_51,White_Move_52,Black_Move_52,White_Move_53,Black_Move_53,White_Move_54,Black_Move_54,White_Move_55,Black_Move_55,White_Move_56,Black_Move_56,White_Move_57,Black_Move_57,White_Move_58,Black_Move_58,White_Move_59,Black_Move_59,White_Move_60,Black_Move_60,White_Move_61,Black_Move_61,White_Move_62,Black_Move_62,White_Move_63,Black_Move_63,White_Move_64,Black_Move_64,White_Move_65,Black_Move_65,White_Move_66,Black_Move_66,White_Move_67,Black_Move_67,White_Move_68,Black_Move_68,White_Move_69,Black_Move_69,White_Move_70,Black_Move_70,White_Move_71,Black_Move_71,White_Move_72,Black_Move_72,White_Move_73,Black_Move_73,White_Move_74,Black_Move_74,White_Move_75,Black_Move_75,White_Move_76,Black_Move_76,White_Move_77,Black_Move_77,White_Move_78,Black_Move_78,White_Move_79,Black_Move_79,White_Move_80,Black_Move_80,White_Move_81,Black_Move_81,White_Move_82,Black_Move_82,White_Move_83,Black_Move_83,White_Move_84,Black_Move_84,White_Move_85,Black_Move_85,White_Move_86,Black_Move_86,White_Move_87,Black_Move_87,White_Move_88,Black_Move_88,White_Move_89,Black_Move_89,White_Move_90,Black_Move_90,White_Move_91,Black_Move_91,White_Move_92,Black_Move_92,White_Move_93,Black_Move_93,White_Move_94,Black_Move_94,White_Move_95,Black_Move_95,White_Move_96,Black_Move_96,White_Move_97,Black_Move_97,White_Move_98,Black_Move_98,White_Move_99,Black_Move_99,White_Move_100,Black_Move_100,White_Move_101,Black_Move_101,White_Move_102,Black_Move_102,White_Move_103,Black_Move_103,White_Move_104,Black_Move_104,White_Move_105,Black_Move_105,White_Move_106,Black_Move_106,White_Move_107,Black_Move_107,White_Move_108,Black_Move_108,White_Move_109,Black_Move_109,White_Move_110,Black_Move_110,White_Move_111,Black_Move_111,White_Move_112,Black_Move_112,White_Move_113,Black_Move_113,White_Move_114,Black_Move_114,White_Move_115,Black_Move_115,White_Move_116,Black_Move_116,White_Move_117,Black_Move_117,White_Move_118,Black_Move_118,White_Move_119,Black_Move_119,White_Move_120,Black_Move_120,White_Move_121,Black_Move_121,White_Move_122,Black_Move_122,White_Move_123,Black_Move_123,White_Move_124,Black_Move_124,White_Move_125,Black_Move_125,White_Move_126,Black_Move_126,White_Move_127,Black_Move_127,White_Move_128,Black_Move_128,White_Move_129,Black_Move_129,White_Move_130,Black_Move_130,White_Move_131,Black_Move_131,White_Move_132,Black_Move_132,White_Move_133,Black_Move_133,White_Move_134,Black_Move_134,White_Move_135,Black_Move_135,White_Move_136,Black_Move_136,White_Move_137,Black_Move_137,White_Move_138,Black_Move_138,White_Move_139,Black_Move_139,White_Move_140,Black_Move_140,White_Move_141,Black_Move_141,White_Move_142,Black_Move_142,White_Move_143,Black_Move_143,White_Move_144,Black_Move_144,White_Move_145,Black_Move_145,White_Move_146,Black_Move_146,White_Move_147,Black_Move_147,White_Move_148,Black_Move_148,White_Move_149,Black_Move_149,White_Move_150,Black_Move_150,White_Move_151,Black_Move_151,White_Move_152,Black_Move_152,White_Move_153,Black_Move_153,White_Move_154,Black_Move_154,White_Move_155,Black_Move_155,White_Move_156,Black_Move_156,White_Move_157,Black_Move_157,White_Move_158,Black_Move_158,White_Move_159,Black_Move_159,White_Move_160,Black_Move_160,White_Move_161,Black_Move_161,White_Move_162,Black_Move_162,White_Move_163,Black_Move_163,White_Move_164,Black_Move_164,White_Move_165,Black_Move_165,White_Move_166,Black_Move_166,White_Move_167,Black_Move_167,White_Move_168,Black_Move_168,White_Move_169,Black_Move_169,White_Move_170,Black_Move_170,White_Move_171,Black_Move_171,White_Move_172,Black_Move_172,White_Move_173,Black_Move_173,White_Move_174,Black_Move_174,White_Move_175,Black_Move_175,White_Move_176,Black_Move_176,White_Move_177,Black_Move_177,White_Move_178,Black_Move_178,White_Move_179,Black_Move_179,White_Move_180,Black_Move_180,White_Move_181,Black_Move_181,White_Move_182,Black_Move_182,White_Move_183,Black_Move_183,White_Move_184,Black_Move_184,White_Move_185,Black_Move_185,White_Move_186,Black_Move_186,White_Move_187,Black_Move_187,White_Move_188,Black_Move_188,White_Move_189,Black_Move_189,White_Move_190,Black_Move_190,White_Move_191,Black_Move_191,White_Move_192,Black_Move_192,White_Move_193,Black_Move_193,White_Move_194,Black_Move_194,White_Move_195,Black_Move_195,White_Move_196,Black_Move_196,White_Move_197,Black_Move_197,White_Move_198,Black_Move_198,White_Move_199,Black_Move_199,White_Move_200,Black_Move_200,White_Move_201,Black_Move_201,White_Move_202,Black_Move_202,White_Move_203,Black_Move_203,White_Move_204,Black_Move_204,White_Move_205,Black_Move_205,White_Move_206,Black_Move_206,White_Move_207,Black_Move_207,White_Move_208,Black_Move_208,White_Move_209,Black_Move_209,White_Move_210,Black_Move_210,White_Move_211,Black_Move_211,White_Move_212,Black_Move_212,White_Move_213,Black_Move_213,White_Move_214,Black_Move_214,White_Move_215,Black_Move_215,White_Move_216,Black_Move_216,White_Move_217,Black_Move_217,White_Move_218,Black_Move_218,White_Move_219,Black_Move_219,White_Move_220,Black_Move_220,White_Move_221,Black_Move_221,White_Move_222,Black_Move_222,White_Move_223,Black_Move_223,White_Move_224,Black_Move_224,White_Move_225,Black_Move_225,White_Move_226,Black_Move_226,White_Move_227,Black_Move_227,White_Move_228,Black_Move_228,White_Move_229,Black_Move_229,White_Move_230,Black_Move_230,White_Move_231,Black_Move_231,White_Move_232,Black_Move_232,White_Move_233,Black_Move_233,White_Move_234,Black_Move_234,White_Move_235,Black_Move_235,White_Move_236,Black_Move_236,White_Move_237,Black_Move_237,White_Move_238,Black_Move_238,White_Move_239,Black_Move_239,White_Move_240,Black_Move_240,White_Move_241,Black_Move_241,White_Move_242,Black_Move_242,White_Move_243,Black_Move_243,White_Move_244,Black_Move_244,White_Move_245,Black_Move_245,White_Move_246,Black_Move_246,White_Move_247,Black_Move_247,White_Move_248,Black_Move_248,White_Move_249,Black_Move_249,White_Move_250,Black_Move_250,White_Move_251,Black_Move_251,White_Move_252,Black_Move_252,White_Move_253,Black_Move_253,White_Move_254,Black_Move_254,White_Move_255,Black_Move_255,White_Move_256,Black_Move_256
FICS rated standard game,701648791,borell,ducetray,1470,1566,28.8,27.2,900+0,2024.12.29,22:05:00,B20,38,0-1,e4 c5 d3 Nc6 Nc3 e6 Nf3 Nf6 h3 h6 d4 cxd4 Nxd4 Bb4 Nxc6 Bxc3+ bxc3 bxc6 e5 Nd5 Qg4 g5 Bd2 a5 Be2 Qc7 Qe4 Bb7 Bh5 c5 Qf3 Qxe5+ Kf1 Qf5 Qe2 Qxc2 Rc1 Qxa2,e4,c5,d3,Nc6,Nc3,e6,Nf3,Nf6,h3,h6,d4,cxd4,Nxd4,Bb4,Nxc6,Bxc3+,bxc3,bxc6,e5,Nd5,Qg4,g5,Bd2,a5,Be2,Qc7,Qe4,Bb7,Bh5,c5,Qf3,Qxe5+,Kf1,Qf5,Qe2,Qxc2,Rc1,Qxa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,701648758,Diansyah,bartab,1668,1536,49.9,31.0,900+30,2024.12.29,21:36:00,C40,89,1-0,e4 e5 Nf3 Bc5 Nxe5 Nh6 d4 Bb6 Bc4 O-O Bf4 d6 Nf3 Re8 Nc3 Nf5 O-O Nh4 h3 Ng6 Bg3 Nd7 Qd3 Nf6 e5 Nh5 Bh2 Nhf4 Qd2 d5 Nxd5 Nxd5 Rad1 Be6 Bb3 a5 c4 Nb4 d5 Bf5 g4 Be4 Qe2 Bxf3 Qxf3 Nh4 Qf4 a4 c5 Bxc5 Bc4 a3 b3 Nxa2 d6 Nc3 Bxf7+ Kh8 Bxe8 Qxe8 Rde1 a2 Qc4 Nf3+ Kg2 Nxe1+ Rxe1 a1=Q Rxa1 Rxa1 Qxc5 Ne4 Qxc7 Ra2 Bg3 Nxg3 d7 Rxf2+ Kxg3 Rf3+ Kxf3 Qf7+ Kg2 Qd5+ Kg3 h5 d8=Q+ Kh7 Qxd5,e4,e5,Nf3,Bc5,Nxe5,Nh6,d4,Bb6,Bc4,O-O,Bf4,d6,Nf3,Re8,Nc3,Nf5,O-O,Nh4,h3,Ng6,Bg3,Nd7,Qd3,Nf6,e5,Nh5,Bh2,Nhf4,Qd2,d5,Nxd5,Nxd5,Rad1,Be6,Bb3,a5,c4,Nb4,d5,Bf5,g4,Be4,Qe2,Bxf3,Qxf3,Nh4,Qf4,a4,c5,Bxc5,Bc4,a3,b3,Nxa2,d6,Nc3,Bxf7+,Kh8,Bxe8,Qxe8,Rde1,a2,Qc4,Nf3+,Kg2,Nxe1+,Rxe1,a1=Q,Rxa1,Rxa1,Qxc5,Ne4,Qxc7,Ra2,Bg3,Nxg3,d7,Rxf2+,Kxg3,Rf3+,Kxf3,Qf7+,Kg2,Qd5+,Kg3,h5,d8=Q+,Kh7,Qxd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,701648738,ducetray,borell,1560,1476,27.3,28.9,900+0,2024.12.29,21:44:00,A02,43,1-0,f4 d6 e3 Nf6 h3 a6 Nf3 Nc6 Bd3 e5 fxe5 dxe5 O-O e4 Bxe4 Nxe4 d3 Ng3 Re1 Qf6 e4 Bc5+ Kh2 Nh5 Bg5 Qg6 e5 Ne7 d4 Bb6 Nc3 Bd7 Bxe7 Qg3+ Kh1 Bxh3 Rg1 Bg4 Bh4 Qf4 Nd5 Ng3+ Kh2,f4,d6,e3,Nf6,h3,a6,Nf3,Nc6,Bd3,e5,fxe5,dxe5,O-O,e4,Bxe4,Nxe4,d3,Ng3,Re1,Qf6,e4,Bc5+,Kh2,Nh5,Bg5,Qg6,e5,Ne7,d4,Bb6,Nc3,Bd7,Bxe7,Qg3+,Kh1,Bxh3,Rg1,Bg4,Bh4,Qf4,Nd5,Ng3+,Kh2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,701648713,meroramadan,pinklion,1924,1887,39.5,67.2,1200+0,2024.12.29,21:30:00,B84,85,1-0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be2 e6 O-O Be7 h3 O-O Be3 b5 a3 Bb7 Bd3 Nbd7 f4 Qc7 Nf3 Nc5 Bxc5 Qxc5+ Kh2 b4 axb4 Qxb4 Qe1 Rfc8 Ra3 Qc5 e5 Nd5 Ne4 Qc7 exd6 Bxd6 Nxd6 Qxd6 g3 Rc5 c4 Nxf4 gxf4 Qxf4+ Qg3 Qxg3+ Kxg3 Rd8 b4 Rh5 h4 e5 Ng5 f6 Be4 Bc8 Bf3 Rh6 Bd5+ Rxd5 cxd5 fxg5 hxg5 Rg6 Kh4 h6 Rg1 hxg5+ Rxg5 Rxg5 Kxg5 Kf7 Re3 Ke7 Rxe5+ Kd6 Kf4 Bb7 Ke4,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6,Be2,e6,O-O,Be7,h3,O-O,Be3,b5,a3,Bb7,Bd3,Nbd7,f4,Qc7,Nf3,Nc5,Bxc5,Qxc5+,Kh2,b4,axb4,Qxb4,Qe1,Rfc8,Ra3,Qc5,e5,Nd5,Ne4,Qc7,exd6,Bxd6,Nxd6,Qxd6,g3,Rc5,c4,Nxf4,gxf4,Qxf4+,Qg3,Qxg3+,Kxg3,Rd8,b4,Rh5,h4,e5,Ng5,f6,Be4,Bc8,Bf3,Rh6,Bd5+,Rxd5,cxd5,fxg5,hxg5,Rg6,Kh4,h6,Rg1,hxg5+,Rxg5,Rxg5,Kxg5,Kf7,Re3,Ke7,Rxe5+,Kd6,Kf4,Bb7,Ke4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,701648699,borell,ducetray,1482,1554,28.9,27.3,900+0,2024.12.29,21:27:00,B20,30,0-1,e4 c5 d3 Nc6 Nc3 e6 Bf4 e5 Bd2 h6 Nf3 Nf6 h3 Nd4 Nxe5 Qc7 Nf3 Qb6 Nxd4 cxd4 Ne2 Bc5 Nf4 O-O a3 Qxb2 Be2 Re8 O-O Qb6,e4,c5,d3,Nc6,Nc3,e6,Bf4,e5,Bd2,h6,Nf3,Nf6,h3,Nd4,Nxe5,Qc7,Nf3,Qb6,Nxd4,cxd4,Ne2,Bc5,Nf4,O-O,a3,Qxb2,Be2,Re8,O-O,Qb6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,701648696,burlon,fluters,1739,1924,26.3,38.9,900+0,2024.12.29,21:38:00,C34,34,0-1,e4 e5 f4 exf4 Nf3 Ne7 Bc4 Ng6 d4 Be7 O-O c6 Nc3 O-O Ne2 d5 exd5 cxd5 Bb3 Qd6 c4 dxc4 Bxc4 Nc6 Bd2 Bg4 Qb3 Bxf3 Rxf3 Nxd4 Nxd4 Qxd4+ Kh1 Qxd2,e4,e5,f4,exf4,Nf3,Ne7,Bc4,Ng6,d4,Be7,O-O,c6,Nc3,O-O,Ne2,d5,exd5,cxd5,Bb3,Qd6,c4,dxc4,Bxc4,Nc6,Bd2,Bg4,Qb3,Bxf3,Rxf3,Nxd4,Nxd4,Qxd4+,Kh1,Qxd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,701648692,Hugoclorinda,RookNRoll,1822,1835,39.1,37.7,900+0,2024.12.29,21:40:00,A00,0,0-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,701648676,NADIMMM,PasChat,1518,1486,39.4,41.7,900+0,2024.12.29,21:25:00,C20,61,1-0,e4 e5 d3 d6 c4 c5 Nc3 Nf6 b3 h6 h3 Be7 g4 Nc6 Bg2 a6 Nge2 Bd7 a4 Na5 Be3 Qb6 Rb1 Bc6 O-O Bd7 b4 Nc6 b5 Na5 f4 h5 g5 Nh7 h4 g6 Qd2 f6 Nd5 Qd8 Nxe7 Qxe7 Qxa5 O-O f5 axb5 Qc7 bxa4 Rxb7 Rfd8 fxg6 Nf8 gxf6 Qe6 g7 Nh7 Rf5 Qf7 Bf3 Bxf5 Qxf7#,e4,e5,d3,d6,c4,c5,Nc3,Nf6,b3,h6,h3,Be7,g4,Nc6,Bg2,a6,Nge2,Bd7,a4,Na5,Be3,Qb6,Rb1,Bc6,O-O,Bd7,b4,Nc6,b5,Na5,f4,h5,g5,Nh7,h4,g6,Qd2,f6,Nd5,Qd8,Nxe7,Qxe7,Qxa5,O-O,f5,axb5,Qc7,bxa4,Rxb7,Rfd8,fxg6,Nf8,gxf6,Qe6,g7,Nh7,Rf5,Qf7,Bf3,Bxf5,Qxf7#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,701648671,bartab,Diansyah,1525,1679,31.0,50.4,900+30,2024.12.29,21:34:00,B00,1,1-0,e4,e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,701648660,LordRudman,Lionskins,1767,1777,48.1,79.3,1200+0,2024.12.29,21:00:00,B27,53,1-0,e4 c5 Nf3 b6 a3 Bb7 Nc3 e6 d3 a6 Be2 Qc7 d4 cxd4 Qxd4 Nc6 Qe3 Bc5 Qf4 Bd6 Qg4 Bf8 Bf4 d6 O-O-O Nf6 Qg3 e5 Be3 b5 Nd5 Nxd5 exd5 Ne7 Kb1 h6 Bd2 Nxd5 Rde1 Nf6 Bd3 g6 Nxe5 dxe5 Ba5 Qd6 Rxe5+ Kd7 Rd1 Bd5 Be2 Kc6 Bf3,e4,c5,Nf3,b6,a3,Bb7,Nc3,e6,d3,a6,Be2,Qc7,d4,cxd4,Qxd4,Nc6,Qe3,Bc5,Qf4,Bd6,Qg4,Bf8,Bf4,d6,O-O-O,Nf6,Qg3,e5,Be3,b5,Nd5,Nxd5,exd5,Ne7,Kb1,h6,Bd2,Nxd5,Rde1,Nf6,Bd3,g6,Nxe5,dxe5,Ba5,Qd6,Rxe5+,Kd7,Rd1,Bd5,Be2,Kc6,Bf3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
