Event,GameNo,White,Black,WhiteElo,BlackElo,WhiteRD,BlackRD,TimeControl,Date,Time,ECO,PlyCount,Result,Moves,White_Move_1,Black_Move_1,White_Move_2,Black_Move_2,White_Move_3,Black_Move_3,White_Move_4,Black_Move_4,White_Move_5,Black_Move_5,White_Move_6,Black_Move_6,White_Move_7,Black_Move_7,White_Move_8,Black_Move_8,White_Move_9,Black_Move_9,White_Move_10,Black_Move_10,White_Move_11,Black_Move_11,White_Move_12,Black_Move_12,White_Move_13,Black_Move_13,White_Move_14,Black_Move_14,White_Move_15,Black_Move_15,White_Move_16,Black_Move_16,White_Move_17,Black_Move_17,White_Move_18,Black_Move_18,White_Move_19,Black_Move_19,White_Move_20,Black_Move_20,White_Move_21,Black_Move_21,White_Move_22,Black_Move_22,White_Move_23,Black_Move_23,White_Move_24,Black_Move_24,White_Move_25,Black_Move_25,White_Move_26,Black_Move_26,White_Move_27,Black_Move_27,White_Move_28,Black_Move_28,White_Move_29,Black_Move_29,White_Move_30,Black_Move_30,White_Move_31,Black_Move_31,White_Move_32,Black_Move_32,White_Move_33,Black_Move_33,White_Move_34,Black_Move_34,White_Move_35,Black_Move_35,White_Move_36,Black_Move_36,White_Move_37,Black_Move_37,White_Move_38,Black_Move_38,White_Move_39,Black_Move_39,White_Move_40,Black_Move_40,White_Move_41,Black_Move_41,White_Move_42,Black_Move_42,White_Move_43,Black_Move_43,White_Move_44,Black_Move_44,White_Move_45,Black_Move_45,White_Move_46,Black_Move_46,White_Move_47,Black_Move_47,White_Move_48,Black_Move_48,White_Move_49,Black_Move_49,White_Move_50,Black_Move_50,White_Move_51,Black_Move_51,White_Move_52,Black_Move_52,White_Move_53,Black_Move_53,White_Move_54,Black_Move_54,White_Move_55,Black_Move_55,White_Move_56,Black_Move_56,White_Move_57,Black_Move_57,White_Move_58,Black_Move_58,White_Move_59,Black_Move_59,White_Move_60,Black_Move_60,White_Move_61,Black_Move_61,White_Move_62,Black_Move_62,White_Move_63,Black_Move_63,White_Move_64,Black_Move_64,White_Move_65,Black_Move_65,White_Move_66,Black_Move_66,White_Move_67,Black_Move_67,White_Move_68,Black_Move_68,White_Move_69,Black_Move_69,White_Move_70,Black_Move_70,White_Move_71,Black_Move_71,White_Move_72,Black_Move_72,White_Move_73,Black_Move_73,White_Move_74,Black_Move_74,White_Move_75,Black_Move_75,White_Move_76,Black_Move_76,White_Move_77,Black_Move_77,White_Move_78,Black_Move_78,White_Move_79,Black_Move_79,White_Move_80,Black_Move_80,White_Move_81,Black_Move_81,White_Move_82,Black_Move_82,White_Move_83,Black_Move_83,White_Move_84,Black_Move_84,White_Move_85,Black_Move_85,White_Move_86,Black_Move_86,White_Move_87,Black_Move_87,White_Move_88,Black_Move_88,White_Move_89,Black_Move_89,White_Move_90,Black_Move_90,White_Move_91,Black_Move_91,White_Move_92,Black_Move_92,White_Move_93,Black_Move_93,White_Move_94,Black_Move_94,White_Move_95,Black_Move_95,White_Move_96,Black_Move_96,White_Move_97,Black_Move_97,White_Move_98,Black_Move_98,White_Move_99,Black_Move_99,White_Move_100,Black_Move_100,White_Move_101,Black_Move_101,White_Move_102,Black_Move_102,White_Move_103,Black_Move_103,White_Move_104,Black_Move_104,White_Move_105,Black_Move_105,White_Move_106,Black_Move_106,White_Move_107,Black_Move_107,White_Move_108,Black_Move_108,White_Move_109,Black_Move_109,White_Move_110,Black_Move_110,White_Move_111,Black_Move_111,White_Move_112,Black_Move_112,White_Move_113,Black_Move_113,White_Move_114,Black_Move_114,White_Move_115,Black_Move_115,White_Move_116,Black_Move_116,White_Move_117,Black_Move_117,White_Move_118,Black_Move_118,White_Move_119,Black_Move_119,White_Move_120,Black_Move_120,White_Move_121,Black_Move_121,White_Move_122,Black_Move_122,White_Move_123,Black_Move_123,White_Move_124,Black_Move_124,White_Move_125,Black_Move_125,White_Move_126,Black_Move_126,White_Move_127,Black_Move_127,White_Move_128,Black_Move_128,White_Move_129,Black_Move_129,White_Move_130,Black_Move_130,White_Move_131,Black_Move_131,White_Move_132,Black_Move_132,White_Move_133,Black_Move_133,White_Move_134,Black_Move_134,White_Move_135,Black_Move_135,White_Move_136,Black_Move_136,White_Move_137,Black_Move_137,White_Move_138,Black_Move_138
FICS rated standard game,475792785,anterdabbous,LordSunnex,1847,1812,0.0,0.0,900+0,2020.12.31,09:29:00,A42,30,0-1,d4 g6 e4 Bg7 c4 c6 Nf3 d6 Nc3 Bg4 Be2 Bxf3 Bxf3 Qb6 O-O Qxd4 Qb3 b6 Be3 Qe5 Rad1 Nh6 Bd4 Qxd4 Rxd4 Bxd4 Ne2 Be5 g3 O-O,d4,g6,e4,Bg7,c4,c6,Nf3,d6,Nc3,Bg4,Be2,Bxf3,Bxf3,Qb6,O-O,Qxd4,Qb3,b6,Be3,Qe5,Rad1,Nh6,Bd4,Qxd4,Rxd4,Bxd4,Ne2,Be5,g3,O-O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,475792782,circum,guarionex,1472,1802,0.0,0.0,900+0,2020.12.31,09:23:00,B20,80,0-1,e4 c5 Bc4 e6 a3 a6 Nf3 b5 Ba2 Bb7 d3 Qc7 b4 cxb4 axb4 Bxb4+ Bd2 Nc6 Nc3 d6 Qe2 Nf6 d4 Bxc3 Bxc3 O-O e5 dxe5 dxe5 Ng4 O-O Rfd8 h3 Nh6 Rad1 Nf5 Ng5 Rxd1 Rxd1 b4 Bb2 h6 Ne4 Nxe5 Bxe5 Qxe5 f3 Bxe4 Qxe4 Qxe4 fxe4 Ng3 Re1 Rd8 Kf2 Nh5 g4 Nf6 e5 Nd5 Kf3 Nc3 Bc4 a5 Ke3 Kf8 h4 Ke7 g5 hxg5 hxg5 Rh8 Bd3 Rh5 g6 Rxe5+ Kf4 Rxe1 gxf7 Kxf7,e4,c5,Bc4,e6,a3,a6,Nf3,b5,Ba2,Bb7,d3,Qc7,b4,cxb4,axb4,Bxb4+,Bd2,Nc6,Nc3,d6,Qe2,Nf6,d4,Bxc3,Bxc3,O-O,e5,dxe5,dxe5,Ng4,O-O,Rfd8,h3,Nh6,Rad1,Nf5,Ng5,Rxd1,Rxd1,b4,Bb2,h6,Ne4,Nxe5,Bxe5,Qxe5,f3,Bxe4,Qxe4,Qxe4,fxe4,Ng3,Re1,Rd8,Kf2,Nh5,g4,Nf6,e5,Nd5,Kf3,Nc3,Bc4,a5,Ke3,Kf8,h4,Ke7,g5,hxg5,hxg5,Rh8,Bd3,Rh5,g6,Rxe5+,Kf4,Rxe1,gxf7,Kxf7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,475792778,LetsCelebrate,ANSBr,1340,1344,0.0,0.0,900+0,2020.12.31,09:21:00,C20,67,1-0,e4 e5 d3 Nc6 c3 Nf6 Nd2 Bc5 Nb3 d6 Nxc5 dxc5 Be3 b6 Ne2 O-O h4 Ng4 Bd2 a5 h5 Bb7 f3 Nf6 g4 b5 g5 Nd7 Ng3 b4 Qe2 bxc3 Bxc3 f6 h6 g6 Qg2 f5 O-O-O Qxg5+ Bd2 f4 d4 Nxd4 Bc4+ Kh8 Bc3 fxg3+ Bd2 Qf6 Qxg3 Nxf3 Bg5 Qc6 Bd5 Qb5 Bc4 Qb4 Bb3 Bxe4 Rxd7 Rg8 Rhd1 Nd4 Bf6+ Rg7 Bxg7#,e4,e5,d3,Nc6,c3,Nf6,Nd2,Bc5,Nb3,d6,Nxc5,dxc5,Be3,b6,Ne2,O-O,h4,Ng4,Bd2,a5,h5,Bb7,f3,Nf6,g4,b5,g5,Nd7,Ng3,b4,Qe2,bxc3,Bxc3,f6,h6,g6,Qg2,f5,O-O-O,Qxg5+,Bd2,f4,d4,Nxd4,Bc4+,Kh8,Bc3,fxg3+,Bd2,Qf6,Qxg3,Nxf3,Bg5,Qc6,Bd5,Qb5,Bc4,Qb4,Bb3,Bxe4,Rxd7,Rg8,Rhd1,Nd4,Bf6+,Rg7,Bxg7#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,475792746,echodieter,Mundt,1588,1703,0.0,0.0,1800+0,2020.12.31,09:07:00,A06,97,1-0,Nf3 d5 e3 Nc6 d4 Bg4 Bb5 Qd7 Bxc6 Qxc6 O-O f6 Nc3 e5 h3 Bxf3 Qxf3 O-O-O Qf5+ Qd7 Qxd7+ Rxd7 dxe5 fxe5 Ne2 Nf6 c3 Bc5 b4 Bb6 a4 a6 a5 Ba7 Bb2 Ne4 c4 Nd2 Rfd1 Nxc4 Bc3 d4 exd4 exd4 Nxd4 Bxd4 Rxd4 Rhd8 Rxc4 g6 Bf6 Rf8 Bg5 Rd5 h4 Rdf5 f3 Re8 Rac1 c6 Rc5 Rf7 b5 axb5 Rxb5 Kc7 Rb4 Re2 Bf4+ Kc8 Kf1 Ra2 Rcb1 Rxa5 Bg5 b5 Rc1 Kb7 Bd2 Ra2 Be3 h5 Rf4 Re7 Re4 Rf7 Bc5 Rf5 Re7+ Kc8 Bb6 g5 Rxc6+ Kb8 Rcc7 gxh4 Re8#,Nf3,d5,e3,Nc6,d4,Bg4,Bb5,Qd7,Bxc6,Qxc6,O-O,f6,Nc3,e5,h3,Bxf3,Qxf3,O-O-O,Qf5+,Qd7,Qxd7+,Rxd7,dxe5,fxe5,Ne2,Nf6,c3,Bc5,b4,Bb6,a4,a6,a5,Ba7,Bb2,Ne4,c4,Nd2,Rfd1,Nxc4,Bc3,d4,exd4,exd4,Nxd4,Bxd4,Rxd4,Rhd8,Rxc4,g6,Bf6,Rf8,Bg5,Rd5,h4,Rdf5,f3,Re8,Rac1,c6,Rc5,Rf7,b5,axb5,Rxb5,Kc7,Rb4,Re2,Bf4+,Kc8,Kf1,Ra2,Rcb1,Rxa5,Bg5,b5,Rc1,Kb7,Bd2,Ra2,Be3,h5,Rf4,Re7,Re4,Rf7,Bc5,Rf5,Re7+,Kc8,Bb6,g5,Rxc6+,Kb8,Rcc7,gxh4,Re8#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,475792744,LordSunnex,anterdabbous,1803,1856,0.0,0.0,900+0,2020.12.31,09:13:00,D02,101,1-0,d4 d5 Nf3 e6 g3 Nf6 Bg2 c5 c3 c4 O-O Nc6 Nbd2 b5 a4 b4 Ne5 Nxe5 dxe5 Nd7 Nxc4 bxc3 bxc3 Ba6 Nd6+ Bxd6 exd6 Ne5 Ba3 O-O Re1 Nc4 Qb3 Rb8 Qa2 Nxd6 Bxd6 Qxd6 a5 Bc4 Qa3 Qe5 e3 Rb3 Qe7 a6 Bf1 Rxc3 Bxc4 Rxc4 Qb7 Qd6 Reb1 h6 Rb6 Qe5 Rab1 Qe4 Qxa6 Rfc8 Re1 Rc1 Qf1 R1c4 a6 Ra8 Ra1 Qe5 Qb1 Rc7 a7 Rcxa7 Rxa7 Rc8 Rab7 Qe4 Qxe4 dxe4 Rb8 Rxb8 Rxb8+ Kh7 h4 Kg6 g4 Kf6 Kg2 g5 Kg3 gxh4+ Kxh4 Kg6 Rb5 f6 Rb6 e5 Rd6 Kf7 Kh5 Ke7 Ra6,d4,d5,Nf3,e6,g3,Nf6,Bg2,c5,c3,c4,O-O,Nc6,Nbd2,b5,a4,b4,Ne5,Nxe5,dxe5,Nd7,Nxc4,bxc3,bxc3,Ba6,Nd6+,Bxd6,exd6,Ne5,Ba3,O-O,Re1,Nc4,Qb3,Rb8,Qa2,Nxd6,Bxd6,Qxd6,a5,Bc4,Qa3,Qe5,e3,Rb3,Qe7,a6,Bf1,Rxc3,Bxc4,Rxc4,Qb7,Qd6,Reb1,h6,Rb6,Qe5,Rab1,Qe4,Qxa6,Rfc8,Re1,Rc1,Qf1,R1c4,a6,Ra8,Ra1,Qe5,Qb1,Rc7,a7,Rcxa7,Rxa7,Rc8,Rab7,Qe4,Qxe4,dxe4,Rb8,Rxb8,Rxb8+,Kh7,h4,Kg6,g4,Kf6,Kg2,g5,Kg3,gxh4+,Kxh4,Kg6,Rb5,f6,Rb6,e5,Rd6,Kf7,Kh5,Ke7,Ra6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,475792719,ciupilica,vallabai,1842,1883,0.0,0.0,900+10,2020.12.31,09:17:00,A22,45,1-0,c4 e5 Nc3 Nf6 e4 Bb4 d3 O-O Bg5 Nc6 h3 h6 Bxf6 Qxf6 g4 Nd4 Bg2 d6 Ne2 Bd7 Ng3 a6 O-O Qh4 Nd5 Ba5 b4 Bb6 a4 Rac8 Kh2 Ba7 Nf5 Nxf5 exf5 c6 Nc3 Bxf2 Qf3 Bd4 Rac1 f6 Ne4 Qg5 Nxg5,c4,e5,Nc3,Nf6,e4,Bb4,d3,O-O,Bg5,Nc6,h3,h6,Bxf6,Qxf6,g4,Nd4,Bg2,d6,Ne2,Bd7,Ng3,a6,O-O,Qh4,Nd5,Ba5,b4,Bb6,a4,Rac8,Kh2,Ba7,Nf5,Nxf5,exf5,c6,Nc3,Bxf2,Qf3,Bd4,Rac1,f6,Ne4,Qg5,Nxg5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,475792715,haybail,groovyhassle,1552,1431,0.0,0.0,900+0,2020.12.31,09:19:00,A45,44,1-0,d4 Nf6 h3 e6 e3 d5 a3 Bd7 Nf3 c5 dxc5 Bxc5 Be2 Nc6 Nbd2 Bb6 O-O Qe7 c4 a6 cxd5 Nxd5 Ne4 Bc7 b4 Ne5 Bb2 Nxf3+ Bxf3 O-O Bd4 Bb5 Bc5 Qe8 Nd6 Bxd6 Bxd6 Bxf1 Bxf8 Kxf8 Qxf1 b5 Rc1 Nb6,d4,Nf6,h3,e6,e3,d5,a3,Bd7,Nf3,c5,dxc5,Bxc5,Be2,Nc6,Nbd2,Bb6,O-O,Qe7,c4,a6,cxd5,Nxd5,Ne4,Bc7,b4,Ne5,Bb2,Nxf3+,Bxf3,O-O,Bd4,Bb5,Bc5,Qe8,Nd6,Bxd6,Bxd6,Bxf1,Bxf8,Kxf8,Qxf1,b5,Rc1,Nb6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,475792690,borell,sargui,1679,1769,0.0,0.0,900+0,2020.12.31,09:15:00,B01,40,0-1,e4 d5 exd5 Nf6 h3 c6 dxc6 Nxc6 Nc3 e5 d3 e4 Bd2 exd3 Bxd3 Nb4 Bb5+ Bd7 Bxd7+ Qxd7 a3 Nbd5 Nxd5 Qxd5 Qe2+ Qe4 O-O-O Qxe2 Nxe2 Ne4 Be3 Bc5 Bxc5 Nxc5 Rd5 Rc8 Re5+ Kf8 Nd4 Nd3+,e4,d5,exd5,Nf6,h3,c6,dxc6,Nxc6,Nc3,e5,d3,e4,Bd2,exd3,Bxd3,Nb4,Bb5+,Bd7,Bxd7+,Qxd7,a3,Nbd5,Nxd5,Qxd5,Qe2+,Qe4,O-O-O,Qxe2,Nxe2,Ne4,Be3,Bc5,Bxc5,Nxc5,Rd5,Rc8,Re5+,Kf8,Nd4,Nd3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,475792672,guarionex,circum,1800,1474,0.0,0.0,900+0,2020.12.31,09:18:00,C00,43,1-0,e4 e6 Nf3 d5 exd5 exd5 h3 Nf6 d4 c5 Be3 b6 c4 Be6 b3 Be7 Nc3 Ne4 Nxe4 dxe4 Ne5 Nd7 Nc6 Qc7 Nxe7 Kxe7 d5 Qd6 dxe6 Qxd1+ Rxd1 Kxe6 Be2 Ne5 O-O Rhd8 f3 Nd3 fxe4 Nb2 Rd2 Rxd2 Bxd2,e4,e6,Nf3,d5,exd5,exd5,h3,Nf6,d4,c5,Be3,b6,c4,Be6,b3,Be7,Nc3,Ne4,Nxe4,dxe4,Ne5,Nd7,Nc6,Qc7,Nxe7,Kxe7,d5,Qd6,dxe6,Qxd1+,Rxd1,Kxe6,Be2,Ne5,O-O,Rhd8,f3,Nd3,fxe4,Nb2,Rd2,Rxd2,Bxd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,475792650,Jakubas,guidogc,1755,1755,0.0,0.0,900+0,2020.12.31,09:14:00,C50,56,0-1,e4 e5 Bc4 Nc6 Nf3 Bc5 d3 Nf6 h3 h6 a3 a6 Ba2 Be7 Nc3 d6 Nd5 Be6 c4 Qd7 Ng5 hxg5 Bxg5 Bxd5 cxd5 Nb8 O-O Nh7 Bxe7 Qxe7 f4 Nd7 f5 O-O-O Rc1 Nc5 b4 Nd7 Bc4 Nb6 Bb3 Qd7 Rc2 Kb8 Rc3 g6 fxg6 fxg6 a4 Ng5 a5 Nxh3+ gxh3 Qxh3 Qf3 Qh2#,e4,e5,Bc4,Nc6,Nf3,Bc5,d3,Nf6,h3,h6,a3,a6,Ba2,Be7,Nc3,d6,Nd5,Be6,c4,Qd7,Ng5,hxg5,Bxg5,Bxd5,cxd5,Nb8,O-O,Nh7,Bxe7,Qxe7,f4,Nd7,f5,O-O-O,Rc1,Nc5,b4,Nd7,Bc4,Nb6,Bb3,Qd7,Rc2,Kb8,Rc3,g6,fxg6,fxg6,a4,Ng5,a5,Nxh3+,gxh3,Qxh3,Qf3,Qh2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,475792624,afroboss,circum,1514,1465,0.0,0.0,900+0,2020.12.31,09:13:00,C01,24,0-1,e4 e6 d4 d5 exd5 exd5 Nf3 Nf6 Bg5 Be6 Nc3 c6 Bd3 Bb4 O-O O-O a3 Be7 Bh4 Nbd7 b4 b5 Rb1 a5,e4,e6,d4,d5,exd5,exd5,Nf3,Nf6,Bg5,Be6,Nc3,c6,Bd3,Bb4,O-O,O-O,a3,Be7,Bh4,Nbd7,b4,b5,Rb1,a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,475792623,burlon,guarionex,1695,1794,0.0,0.0,900+0,2020.12.31,09:04:00,B20,78,0-1,e4 c5 c4 Nc6 f4 a6 Nf3 Qc7 d3 b5 cxb5 axb5 Be2 e6 O-O Ba6 Kh1 b4 b3 Nf6 e5 Nd5 a3 Be7 axb4 Ncxb4 d4 O-O Bxa6 Rxa6 Rxa6 Nxa6 Bd2 Qb6 Nc3 Nxc3 Bxc3 Rb8 dxc5 Bxc5 Qxd7 Qxb3 Bd4 Bxd4 Qxd4 h6 Nd2 Qc2 Qd6 Rb2 Qxa6 Qxd2 Rg1 Qf2 Qf1 Kh7 Qxf2 Rxf2 g3 Kg6 Rg2 Rf3 h4 Kf5 Kh2 Kg4 Rg1 Rf2+ Rg2 Kf3 Rxf2+ Kxf2 Kh3 h5 g4 Kf3 gxh5 Kxf4,e4,c5,c4,Nc6,f4,a6,Nf3,Qc7,d3,b5,cxb5,axb5,Be2,e6,O-O,Ba6,Kh1,b4,b3,Nf6,e5,Nd5,a3,Be7,axb4,Ncxb4,d4,O-O,Bxa6,Rxa6,Rxa6,Nxa6,Bd2,Qb6,Nc3,Nxc3,Bxc3,Rb8,dxc5,Bxc5,Qxd7,Qxb3,Bd4,Bxd4,Qxd4,h6,Nd2,Qc2,Qd6,Rb2,Qxa6,Qxd2,Rg1,Qf2,Qf1,Kh7,Qxf2,Rxf2,g3,Kg6,Rg2,Rf3,h4,Kf5,Kh2,Kg4,Rg1,Rf2+,Rg2,Kf3,Rxf2+,Kxf2,Kh3,h5,g4,Kf3,gxh5,Kxf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,475792585,Steinmauer,wordpasss,1743,1707,0.0,0.0,900+0,2020.12.31,09:08:00,A46,52,0-1,d4 Nf6 e3 c5 Nf3 cxd4 exd4 d5 c3 g6 Bd3 Bg7 O-O Nc6 Re1 O-O Nbd2 Qb6 Nf1 Re8 h3 Nd7 N3h2 e5 dxe5 Ndxe5 Ne3 d4 cxd4 Nxd4 Nc4 Qc5 Nxe5 Bxe5 Be3 Bxh2+ Kxh2 Qc7+ g3 Bf5 Bxd4 Red8 Bf6 Rxd3 Qc1 Qb6 Bc3 Qxf2+ Kh1 Rxg3 Re3 Qg2#,d4,Nf6,e3,c5,Nf3,cxd4,exd4,d5,c3,g6,Bd3,Bg7,O-O,Nc6,Re1,O-O,Nbd2,Qb6,Nf1,Re8,h3,Nd7,N3h2,e5,dxe5,Ndxe5,Ne3,d4,cxd4,Nxd4,Nc4,Qc5,Nxe5,Bxe5,Be3,Bxh2+,Kxh2,Qc7+,g3,Bf5,Bxd4,Red8,Bf6,Rxd3,Qc1,Qb6,Bc3,Qxf2+,Kh1,Rxg3,Re3,Qg2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,475792579,BobbyAngler,sargui,1872,1775,0.0,0.0,900+0,2020.12.31,09:00:00,B00,53,1-0,e4 b6 d4 Bb7 Bd3 Nf6 Qe2 d5 e5 Ne4 f3 c5 c3 c4 Bc2 e6 fxe4 dxe4 g3 Qd5 Nd2 b5 Bxe4 Qd7 Bxb7 Qxb7 Ngf3 a5 O-O Nd7 Ne4 Nb6 Nfg5 O-O-O Nxf7 Be7 Bg5 h6 Bxe7 Qxe7 Ned6+ Kc7 Nxd8 Qxd8 Rf7+ Nd7 Nxb5+ Kc6 Qxc4+ Kb6 a4 Qg5 Qc7+,e4,b6,d4,Bb7,Bd3,Nf6,Qe2,d5,e5,Ne4,f3,c5,c3,c4,Bc2,e6,fxe4,dxe4,g3,Qd5,Nd2,b5,Bxe4,Qd7,Bxb7,Qxb7,Ngf3,a5,O-O,Nd7,Ne4,Nb6,Nfg5,O-O-O,Nxf7,Be7,Bg5,h6,Bxe7,Qxe7,Ned6+,Kc7,Nxd8,Qxd8,Rf7+,Nd7,Nxb5+,Kc6,Qxc4+,Kb6,a4,Qg5,Qc7+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
