Event,GameNo,White,Black,WhiteElo,BlackElo,WhiteRD,BlackRD,TimeControl,Date,Time,ECO,PlyCount,Result,Moves,White_Move_1,Black_Move_1,White_Move_2,Black_Move_2,White_Move_3,Black_Move_3,White_Move_4,Black_Move_4,White_Move_5,Black_Move_5,White_Move_6,Black_Move_6,White_Move_7,Black_Move_7,White_Move_8,Black_Move_8,White_Move_9,Black_Move_9,White_Move_10,Black_Move_10,White_Move_11,Black_Move_11,White_Move_12,Black_Move_12,White_Move_13,Black_Move_13,White_Move_14,Black_Move_14,White_Move_15,Black_Move_15,White_Move_16,Black_Move_16,White_Move_17,Black_Move_17,White_Move_18,Black_Move_18,White_Move_19,Black_Move_19,White_Move_20,Black_Move_20,White_Move_21,Black_Move_21,White_Move_22,Black_Move_22,White_Move_23,Black_Move_23,White_Move_24,Black_Move_24,White_Move_25,Black_Move_25,White_Move_26,Black_Move_26,White_Move_27,Black_Move_27,White_Move_28,Black_Move_28,White_Move_29,Black_Move_29,White_Move_30,Black_Move_30,White_Move_31,Black_Move_31,White_Move_32,Black_Move_32,White_Move_33,Black_Move_33,White_Move_34,Black_Move_34,White_Move_35,Black_Move_35,White_Move_36,Black_Move_36,White_Move_37,Black_Move_37,White_Move_38,Black_Move_38,White_Move_39,Black_Move_39,White_Move_40,Black_Move_40,White_Move_41,Black_Move_41,White_Move_42,Black_Move_42,White_Move_43,Black_Move_43,White_Move_44,Black_Move_44,White_Move_45,Black_Move_45,White_Move_46,Black_Move_46,White_Move_47,Black_Move_47,White_Move_48,Black_Move_48,White_Move_49,Black_Move_49,White_Move_50,Black_Move_50,White_Move_51,Black_Move_51,White_Move_52,Black_Move_52,White_Move_53,Black_Move_53,White_Move_54,Black_Move_54,White_Move_55,Black_Move_55,White_Move_56,Black_Move_56,White_Move_57,Black_Move_57,White_Move_58,Black_Move_58,White_Move_59,Black_Move_59,White_Move_60,Black_Move_60,White_Move_61,Black_Move_61,White_Move_62,Black_Move_62,White_Move_63,Black_Move_63,White_Move_64,Black_Move_64,White_Move_65,Black_Move_65,White_Move_66,Black_Move_66,White_Move_67,Black_Move_67,White_Move_68,Black_Move_68,White_Move_69,Black_Move_69,White_Move_70,Black_Move_70,White_Move_71,Black_Move_71,White_Move_72,Black_Move_72,White_Move_73,Black_Move_73,White_Move_74,Black_Move_74,White_Move_75,Black_Move_75,White_Move_76,Black_Move_76,White_Move_77,Black_Move_77,White_Move_78,Black_Move_78,White_Move_79,Black_Move_79,White_Move_80,Black_Move_80,White_Move_81,Black_Move_81,White_Move_82,Black_Move_82,White_Move_83,Black_Move_83,White_Move_84,Black_Move_84,White_Move_85,Black_Move_85,White_Move_86,Black_Move_86,White_Move_87,Black_Move_87,White_Move_88,Black_Move_88,White_Move_89,Black_Move_89,White_Move_90,Black_Move_90,White_Move_91,Black_Move_91,White_Move_92,Black_Move_92,White_Move_93,Black_Move_93,White_Move_94,Black_Move_94,White_Move_95,Black_Move_95,White_Move_96,Black_Move_96,White_Move_97,Black_Move_97,White_Move_98,Black_Move_98,White_Move_99,Black_Move_99,White_Move_100,Black_Move_100,White_Move_101,Black_Move_101,White_Move_102,Black_Move_102,White_Move_103,Black_Move_103,White_Move_104,Black_Move_104,White_Move_105,Black_Move_105,White_Move_106,Black_Move_106,White_Move_107,Black_Move_107,White_Move_108,Black_Move_108,White_Move_109,Black_Move_109,White_Move_110,Black_Move_110,White_Move_111,Black_Move_111,White_Move_112,Black_Move_112,White_Move_113,Black_Move_113,White_Move_114,Black_Move_114,White_Move_115,Black_Move_115,White_Move_116,Black_Move_116,White_Move_117,Black_Move_117,White_Move_118,Black_Move_118,White_Move_119,Black_Move_119,White_Move_120,Black_Move_120,White_Move_121,Black_Move_121,White_Move_122,Black_Move_122,White_Move_123,Black_Move_123,White_Move_124,Black_Move_124,White_Move_125,Black_Move_125,White_Move_126,Black_Move_126,White_Move_127,Black_Move_127,White_Move_128,Black_Move_128,White_Move_129,Black_Move_129,White_Move_130,Black_Move_130,White_Move_131,Black_Move_131,White_Move_132,Black_Move_132,White_Move_133,Black_Move_133,White_Move_134,Black_Move_134,White_Move_135,Black_Move_135,White_Move_136,Black_Move_136,White_Move_137,Black_Move_137,White_Move_138,Black_Move_138,White_Move_139,Black_Move_139,White_Move_140,Black_Move_140,White_Move_141,Black_Move_141,White_Move_142,Black_Move_142,White_Move_143,Black_Move_143,White_Move_144,Black_Move_144,White_Move_145,Black_Move_145,White_Move_146,Black_Move_146,White_Move_147,Black_Move_147,White_Move_148,Black_Move_148,White_Move_149,Black_Move_149,White_Move_150,Black_Move_150,White_Move_151,Black_Move_151,White_Move_152,Black_Move_152,White_Move_153,Black_Move_153,White_Move_154,Black_Move_154,White_Move_155,Black_Move_155
FICS rated standard game,493595596,Artstain,FyFazan,1719,1705,0.0,0.0,900+0,2021.12.29,07:58:00,C41,40,0-1,e4 e5 Nf3 d6 d4 exd4 Nxd4 a6 Bd3 c5 Nf5 Nf6 O-O Bxf5 exf5 Be7 Nc3 O-O Bg5 h6 Bh4 Nc6 Re1 Re8 Bxf6 Bxf6 Qg4 Qb6 Nd5 Qxb2 Nxf6+ Qxf6 Re3 Ne5 Qa4 b5 Qf4 Nxd3 Rxd3 Qxa1+,e4,e5,Nf3,d6,d4,exd4,Nxd4,a6,Bd3,c5,Nf5,Nf6,O-O,Bxf5,exf5,Be7,Nc3,O-O,Bg5,h6,Bh4,Nc6,Re1,Re8,Bxf6,Bxf6,Qg4,Qb6,Nd5,Qxb2,Nxf6+,Qxf6,Re3,Ne5,Qa4,b5,Qf4,Nxd3,Rxd3,Qxa1+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,493595570,Floerkeli,corneliosif,2046,1855,0.0,0.0,900+4,2021.12.29,07:34:00,A01,83,1-0,b3 d5 Bb2 Nf6 f4 Bf5 Nf3 h6 e3 e6 Be2 Be7 O-O O-O Ne5 c5 d3 Nc6 Nxc6 bxc6 Nd2 a5 Bf3 a4 e4 Bh7 bxa4 Rxa4 c4 Qa5 Nb3 Qa7 Bxf6 Bxf6 e5 Be7 Qe2 Ra8 Rf2 Ra3 Nc1 Qa5 g4 Qc3 Rb1 Bxd3 Nxd3 Qxd3 Qxd3 Rxd3 f5 Bh4 Rff1 Rxa2 Rb8+ Kh7 Rf8 Rdd2 Rxf7 Rxh2 f6 Rhd2 Rxg7+ Kh8 Rb1 Bf2+ Kf1 Rdb2 Rxb2 Rxb2 Rc7 Bd4 Rxc6 Rf2+ Ke1 Rxf3 Rxe6 dxc4 Re8+ Kh7 Re7+ Kg6 Rg7#,b3,d5,Bb2,Nf6,f4,Bf5,Nf3,h6,e3,e6,Be2,Be7,O-O,O-O,Ne5,c5,d3,Nc6,Nxc6,bxc6,Nd2,a5,Bf3,a4,e4,Bh7,bxa4,Rxa4,c4,Qa5,Nb3,Qa7,Bxf6,Bxf6,e5,Be7,Qe2,Ra8,Rf2,Ra3,Nc1,Qa5,g4,Qc3,Rb1,Bxd3,Nxd3,Qxd3,Qxd3,Rxd3,f5,Bh4,Rff1,Rxa2,Rb8+,Kh7,Rf8,Rdd2,Rxf7,Rxh2,f6,Rhd2,Rxg7+,Kh8,Rb1,Bf2+,Kf1,Rdb2,Rxb2,Rxb2,Rc7,Bd4,Rxc6,Rf2+,Ke1,Rxf3,Rxe6,dxc4,Re8+,Kh7,Re7+,Kg6,Rg7#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,493595561,Achat,leibek,1641,1858,0.0,0.0,900+0,2021.12.29,07:50:00,A09,50,0-1,Nf3 d5 c4 dxc4 e3 Nc6 Bxc4 e5 d4 exd4 Nxd4 Bb4+ Bd2 Bxd2+ Qxd2 Nxd4 Qxd4 Qe7 O-O Nf6 Nc3 O-O Rfd1 b6 f3 Bb7 e4 h6 Qf2 Rfd8 Bb3 a5 Rac1 Qb4 Ba4 c6 a3 Qe7 Bb3 b5 Ne2 a4 Ba2 b4 axb4 Qxb4 Nd4 c5 Rc4 Qb6,Nf3,d5,c4,dxc4,e3,Nc6,Bxc4,e5,d4,exd4,Nxd4,Bb4+,Bd2,Bxd2+,Qxd2,Nxd4,Qxd4,Qe7,O-O,Nf6,Nc3,O-O,Rfd1,b6,f3,Bb7,e4,h6,Qf2,Rfd8,Bb3,a5,Rac1,Qb4,Ba4,c6,a3,Qe7,Bb3,b5,Ne2,a4,Ba2,b4,axb4,Qxb4,Nd4,c5,Rc4,Qb6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,493595503,venugopal,ZMLC,1813,1688,0.0,0.0,900+0,2021.12.29,07:36:00,A40,130,0-1,d4 g6 c4 Bg7 Nc3 c6 e4 b6 Nf3 Nf6 Bd3 d6 O-O O-O Re1 a6 e5 dxe5 dxe5 Ne8 Bf4 e6 Qc2 Nd7 Rad1 Qc7 Be4 Bb7 Qd2 Nc5 Bc2 b5 cxb5 axb5 b4 Na6 a3 Bc8 Qe3 Nb8 Ne4 Qa7 Rd3 Qxe3 Rexe3 Nd7 Nd6 Nb6 Ng5 Nd5 Rf3 Nxd6 exd6 Nxf4 Rxf4 Bd7 h3 Bh6 h4 f6 Rg3 fxg5 Rxf8+ Rxf8 hxg5 Bg7 a4 bxa4 Bxa4 Ra8 Bd1 Rb8 Rb3 Rb5 f4 Rd5 Be2 Rxd6 b5 cxb5 Bxb5 Bxb5 Rxb5 Bf8 Kh2 Rd4 g3 Kf7 Kh3 Be7 Rb7 Rd1 Kg4 Rd4 Kf3 Rd3+ Kg4 Rd4 Kf3 Rd5 g4 Rc5 Ke4 Rc4+ Ke5 Rc5+ Ke4 Ke8 Rb6 Kd7 Rb7+ Kd6 Kd4 Rd5+ Kc4 Rc5+ Kd4 Rc7 Rb6+ Kd7 Ke5 Rc5+ Ke4 Bd6 Kd4 Rc7 f5 exf5 gxf5 Bc5+,d4,g6,c4,Bg7,Nc3,c6,e4,b6,Nf3,Nf6,Bd3,d6,O-O,O-O,Re1,a6,e5,dxe5,dxe5,Ne8,Bf4,e6,Qc2,Nd7,Rad1,Qc7,Be4,Bb7,Qd2,Nc5,Bc2,b5,cxb5,axb5,b4,Na6,a3,Bc8,Qe3,Nb8,Ne4,Qa7,Rd3,Qxe3,Rexe3,Nd7,Nd6,Nb6,Ng5,Nd5,Rf3,Nxd6,exd6,Nxf4,Rxf4,Bd7,h3,Bh6,h4,f6,Rg3,fxg5,Rxf8+,Rxf8,hxg5,Bg7,a4,bxa4,Bxa4,Ra8,Bd1,Rb8,Rb3,Rb5,f4,Rd5,Be2,Rxd6,b5,cxb5,Bxb5,Bxb5,Rxb5,Bf8,Kh2,Rd4,g3,Kf7,Kh3,Be7,Rb7,Rd1,Kg4,Rd4,Kf3,Rd3+,Kg4,Rd4,Kf3,Rd5,g4,Rc5,Ke4,Rc4+,Ke5,Rc5+,Ke4,Ke8,Rb6,Kd7,Rb7+,Kd6,Kd4,Rd5+,Kc4,Rc5+,Kd4,Rc7,Rb6+,Kd7,Ke5,Rc5+,Ke4,Bd6,Kd4,Rc7,f5,exf5,gxf5,Bc5+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,493595485,sureshkalyan,GenuineChess,1466,1520,0.0,0.0,900+10,2021.12.29,07:35:00,B10,51,1-0,e4 c6 Nc3 d5 exd5 cxd5 d4 e6 Nf3 Nf6 Ne5 Be7 Qf3 O-O Qg3 Kh8 Bd3 Nbd7 Qh3 g6 Bh6 Nxe5 dxe5 Rg8 exf6 Bxf6 Qf3 Qe7 O-O-O Bxc3 bxc3 Bd7 Be3 b6 Bd4+ Rg7 Bxg7+ Kxg7 h4 Qf6 Qg3 Qxc3 h5 Qa3+ Kd2 Qxa2 hxg6 fxg6 Qd6 Qa5+ Ke2,e4,c6,Nc3,d5,exd5,cxd5,d4,e6,Nf3,Nf6,Ne5,Be7,Qf3,O-O,Qg3,Kh8,Bd3,Nbd7,Qh3,g6,Bh6,Nxe5,dxe5,Rg8,exf6,Bxf6,Qf3,Qe7,O-O-O,Bxc3,bxc3,Bd7,Be3,b6,Bd4+,Rg7,Bxg7+,Kxg7,h4,Qf6,Qg3,Qxc3,h5,Qa3+,Kd2,Qxa2,hxg6,fxg6,Qd6,Qa5+,Ke2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,493595481,borell,bgjoshi,1569,1505,0.0,0.0,900+0,2021.12.29,07:23:00,C20,64,0-1,e4 e5 d3 Bc5 Nf3 d6 h3 Nf6 a3 Nc6 Bg5 h6 Bd2 a6 Nc3 O-O Qe2 b5 Nd5 Nxd5 exd5 Nd4 Nxd4 Bxd4 c3 Bb6 Qf3 Bb7 Be2 Re8 O-O Rb8 a4 b4 c4 a5 Qg3 Qf6 Bf3 Bd4 Rab1 e4 Bxe4 Be5 Qg4 Bc8 Qh5 Rb6 Bc1 Bd7 b3 c6 Rd1 cxd5 Bxd5 Rf8 Be3 Kh7 Bxb6 g6 Qe2 Qg5 Qf3 Bf5,e4,e5,d3,Bc5,Nf3,d6,h3,Nf6,a3,Nc6,Bg5,h6,Bd2,a6,Nc3,O-O,Qe2,b5,Nd5,Nxd5,exd5,Nd4,Nxd4,Bxd4,c3,Bb6,Qf3,Bb7,Be2,Re8,O-O,Rb8,a4,b4,c4,a5,Qg3,Qf6,Bf3,Bd4,Rab1,e4,Bxe4,Be5,Qg4,Bc8,Qh5,Rb6,Bc1,Bd7,b3,c6,Rd1,cxd5,Bxd5,Rf8,Be3,Kh7,Bxb6,g6,Qe2,Qg5,Qf3,Bf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,493595478,thejaswi,Achat,1668,1649,0.0,0.0,900+0,2021.12.29,07:47:00,B13,21,1-0,e4 c6 d4 d5 exd5 Qxd5 c4 Qa5+ Nc3 g6 Nf3 Bg7 Bd2 Nf6 Nd5 Qd8 Nxf6+ exf6 Bb4 f5 Qe2+,e4,c6,d4,d5,exd5,Qxd5,c4,Qa5+,Nc3,g6,Nf3,Bg7,Bd2,Nf6,Nd5,Qd8,Nxf6+,exf6,Bb4,f5,Qe2+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,493595463,Achat,thejaswi,1657,1660,0.0,0.0,900+0,2021.12.29,07:44:00,A09,28,0-1,Nf3 d5 c4 d4 e3 dxe3 fxe3 Nc6 d4 Bg4 Be2 e6 O-O Nf6 Nc3 Bd6 a3 a6 e4 Bxf3 Bxf3 e5 Ne2 exd4 Kh1 Be5 b4 O-O,Nf3,d5,c4,d4,e3,dxe3,fxe3,Nc6,d4,Bg4,Be2,e6,O-O,Nf6,Nc3,Bd6,a3,a6,e4,Bxf3,Bxf3,e5,Ne2,exd4,Kh1,Be5,b4,O-O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,493595460,leibek,BraMor,1852,1758,0.0,0.0,900+0,2021.12.29,07:19:00,C41,107,1-0,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nd7 g3 Ngf6 Bg2 Nc5 Nc3 c6 O-O Be7 b4 Na6 a3 Nc7 Bb2 a6 h3 O-O Qd2 Nb5 Ndxb5 axb5 Kh2 Qc7 Rad1 h6 f4 Nh7 Rb1 Be6 Rfe1 Rfd8 Ne2 Bc4 Nd4 Bf6 Qe3 Ba2 Ra1 Bc4 e5 dxe5 fxe5 Re8 Nf3 Bd5 Qf4 Bxf3 Bxf3 Bg5 Qd4 Rad8 Qc3 Bd2 Qb3 Bxe1 Rxe1 Rd2+ Bg2 Ng5 h4 Ne6 Qc3 Red8 Ba1 Qb6 Qf3 Rxc2 Rf1 Rd7 Kh1 Qd8 Bc3 Qe7 Be1 Nd4 Qe4 Re2 Qf4 Rxe5 Bc3 Rf5 Qb8+ Rd8 Qa7 Rxf1+ Bxf1 Qe3 Bxd4 Rxd4 Qb8+ Kh7 Qc8 Qxg3 Qf5+ Qg6 Qxg6+ fxg6 Kh2 Rxh4+ Kg3,e4,e5,Nf3,d6,d4,exd4,Nxd4,Nd7,g3,Ngf6,Bg2,Nc5,Nc3,c6,O-O,Be7,b4,Na6,a3,Nc7,Bb2,a6,h3,O-O,Qd2,Nb5,Ndxb5,axb5,Kh2,Qc7,Rad1,h6,f4,Nh7,Rb1,Be6,Rfe1,Rfd8,Ne2,Bc4,Nd4,Bf6,Qe3,Ba2,Ra1,Bc4,e5,dxe5,fxe5,Re8,Nf3,Bd5,Qf4,Bxf3,Bxf3,Bg5,Qd4,Rad8,Qc3,Bd2,Qb3,Bxe1,Rxe1,Rd2+,Bg2,Ng5,h4,Ne6,Qc3,Red8,Ba1,Qb6,Qf3,Rxc2,Rf1,Rd7,Kh1,Qd8,Bc3,Qe7,Be1,Nd4,Qe4,Re2,Qf4,Rxe5,Bc3,Rf5,Qb8+,Rd8,Qa7,Rxf1+,Bxf1,Qe3,Bxd4,Rxd4,Qb8+,Kh7,Qc8,Qxg3,Qf5+,Qg6,Qxg6+,fxg6,Kh2,Rxh4+,Kg3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,493595456,Nealtheverb,Moetmoet,1504,1505,0.0,0.0,1200+5,2021.12.29,07:13:00,C50,116,0-1,e4 e5 Nf3 Nc6 Bc4 Be7 c3 Nf6 d4 exd4 cxd4 d6 Nc3 Bg4 O-O O-O Qd3 Na5 h3 Bh5 g4 Bg6 Nh4 Nxc4 Qxc4 Nxe4 Nxg6 hxg6 Nxe4 d5 Qc2 dxe4 Bf4 Qxd4 Rfd1 Qf6 Qxc7 Rac8 Qe5 Rc2 Qxf6 Bxf6 Rd2 Rxd2 Bxd2 Bxb2 Rb1 Bf6 Rxb7 a6 Rb6 Ra8 Kg2 a5 f4 Bd4 Rd6 Bc5 Rd5 Bb4 Be3 Rc8 a4 Rc2+ Kf1 Ra2 Re5 Rxa4 Rxe4 Ra1+ Ke2 Ra2+ Kf3 Bd2 Bb6 a4 h4 a3 Ra4 Bc1 g5 Rc2 f5 gxf5 Bd8 a2 Ra8 Rc3+ Kg2 Ra3 Rc8 a1=Q Bf6+ Kh7 Bxa1 Rxa1 Rc7 Ra2+ Kf3 Ra3+ Ke2 Bb2 Rxf7 Kg6 Rb7 Be5 Rb6+ Kh5 Rb5 Bg3 Rxf5 Bxh4 Rf8 Kxg5 Rh8 g6,e4,e5,Nf3,Nc6,Bc4,Be7,c3,Nf6,d4,exd4,cxd4,d6,Nc3,Bg4,O-O,O-O,Qd3,Na5,h3,Bh5,g4,Bg6,Nh4,Nxc4,Qxc4,Nxe4,Nxg6,hxg6,Nxe4,d5,Qc2,dxe4,Bf4,Qxd4,Rfd1,Qf6,Qxc7,Rac8,Qe5,Rc2,Qxf6,Bxf6,Rd2,Rxd2,Bxd2,Bxb2,Rb1,Bf6,Rxb7,a6,Rb6,Ra8,Kg2,a5,f4,Bd4,Rd6,Bc5,Rd5,Bb4,Be3,Rc8,a4,Rc2+,Kf1,Ra2,Re5,Rxa4,Rxe4,Ra1+,Ke2,Ra2+,Kf3,Bd2,Bb6,a4,h4,a3,Ra4,Bc1,g5,Rc2,f5,gxf5,Bd8,a2,Ra8,Rc3+,Kg2,Ra3,Rc8,a1=Q,Bf6+,Kh7,Bxa1,Rxa1,Rc7,Ra2+,Kf3,Ra3+,Ke2,Bb2,Rxf7,Kg6,Rb7,Be5,Rb6+,Kh5,Rb5,Bg3,Rxf5,Bxh4,Rf8,Kxg5,Rh8,g6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,493595415,KevinSI,Atheller,1523,1536,0.0,0.0,900+0,2021.12.29,07:28:00,C23,72,0-1,e4 e5 Bc4 Nc6 c3 Bc5 b4 Bb6 a4 a5 b5 Nce7 Nf3 d6 Qb3 Nh6 d3 O-O Bxh6 gxh6 O-O Ng6 Nbd2 Qf6 Rae1 Be6 Re2 Bxc4 Nxc4 Nf4 Nxb6 Qg6 g3 Nxe2+ Kh1 cxb6 Qb2 Nf4 gxf4 Qh5 Rg1+ Kh8 Rg3 exf4 c4+ f6 Kg2 fxg3 fxg3 Qg4 Qd4 Rad8 Qxb6 h5 Qxb7 h4 Qb6 Rg8 Nxh4 Qxh4 Qf2 Rdf8 Kf1 Qh3+ Ke1 f5 exf5 Qxf5 Qd4+ Qe5+ Qxe5+ dxe5,e4,e5,Bc4,Nc6,c3,Bc5,b4,Bb6,a4,a5,b5,Nce7,Nf3,d6,Qb3,Nh6,d3,O-O,Bxh6,gxh6,O-O,Ng6,Nbd2,Qf6,Rae1,Be6,Re2,Bxc4,Nxc4,Nf4,Nxb6,Qg6,g3,Nxe2+,Kh1,cxb6,Qb2,Nf4,gxf4,Qh5,Rg1+,Kh8,Rg3,exf4,c4+,f6,Kg2,fxg3,fxg3,Qg4,Qd4,Rad8,Qxb6,h5,Qxb7,h4,Qb6,Rg8,Nxh4,Qxh4,Qf2,Rdf8,Kf1,Qh3+,Ke1,f5,exf5,Qxf5,Qd4+,Qe5+,Qxe5+,dxe5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,493595409,Turamon,Halimjambi,1703,1658,0.0,0.0,900+0,2021.12.29,07:25:00,A45,70,0-1,d4 Nf6 e3 e6 c4 d5 cxd5 exd5 Nc3 c6 Bd3 Bd6 Nf3 O-O O-O Be6 e4 dxe4 Nxe4 Nxe4 Bxe4 Nd7 Be3 Nf6 Bc2 h6 Re1 Re8 Qd3 Bf8 Rad1 g6 Ne5 Bf5 Qd2 Bxc2 Qxc2 Bg7 Nxg6 fxg6 Qxg6 h5 Bh6 Qd7 Rxe8+ Rxe8 Bg5 Qf7 Qf5 Nh7 Qxf7+ Kxf7 Be3 Nf6 Rc1 a6 Rc5 Ng4 Rf5+ Kg8 Rxh5 Nxe3 fxe3 Rxe3 Kf2 Rd3 Rg5 Rxd4 h4 Rxh4,d4,Nf6,e3,e6,c4,d5,cxd5,exd5,Nc3,c6,Bd3,Bd6,Nf3,O-O,O-O,Be6,e4,dxe4,Nxe4,Nxe4,Bxe4,Nd7,Be3,Nf6,Bc2,h6,Re1,Re8,Qd3,Bf8,Rad1,g6,Ne5,Bf5,Qd2,Bxc2,Qxc2,Bg7,Nxg6,fxg6,Qxg6,h5,Bh6,Qd7,Rxe8+,Rxe8,Bg5,Qf7,Qf5,Nh7,Qxf7+,Kxf7,Be3,Nf6,Rc1,a6,Rc5,Ng4,Rf5+,Kg8,Rxh5,Nxe3,fxe3,Rxe3,Kf2,Rd3,Rg5,Rxd4,h4,Rxh4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
