Event,GameNo,White,Black,WhiteElo,BlackElo,WhiteRD,BlackRD,TimeControl,Date,Time,ECO,PlyCount,Result,Moves,White_Move_1,Black_Move_1,Move_1_Combined,White_Move_2,Black_Move_2,White_Move_3,Black_Move_3,White_Move_4,Black_Move_4,White_Move_5,Black_Move_5,White_Move_6,Black_Move_6,White_Move_7,Black_Move_7,White_Move_8,Black_Move_8,White_Move_9,Black_Move_9,White_Move_10,Black_Move_10,White_Move_11,Black_Move_11,White_Move_12,Black_Move_12,White_Move_13,Black_Move_13,White_Move_14,Black_Move_14,White_Move_15,Black_Move_15,White_Move_16,Black_Move_16,White_Move_17,Black_Move_17,White_Move_18,Black_Move_18,White_Move_19,Black_Move_19,White_Move_20,Black_Move_20,White_Move_21,Black_Move_21,White_Move_22,Black_Move_22,White_Move_23,Black_Move_23,White_Move_24,Black_Move_24,White_Move_25,Black_Move_25,White_Move_26,Black_Move_26,White_Move_27,Black_Move_27,White_Move_28,Black_Move_28,White_Move_29,Black_Move_29,White_Move_30,Black_Move_30,White_Move_31,Black_Move_31,White_Move_32,Black_Move_32,White_Move_33,Black_Move_33,White_Move_34,Black_Move_34,White_Move_35,Black_Move_35,White_Move_36,Black_Move_36,White_Move_37,Black_Move_37,White_Move_38,Black_Move_38,White_Move_39,Black_Move_39,White_Move_40,Black_Move_40,White_Move_41,Black_Move_41,White_Move_42,Black_Move_42,White_Move_43,Black_Move_43,White_Move_44,Black_Move_44,White_Move_45,Black_Move_45,White_Move_46,Black_Move_46,White_Move_47,Black_Move_47,White_Move_48,Black_Move_48,White_Move_49,Black_Move_49,White_Move_50,Black_Move_50,White_Move_51,Black_Move_51,White_Move_52,Black_Move_52,White_Move_53,Black_Move_53,White_Move_54,Black_Move_54,White_Move_55,Black_Move_55,White_Move_56,Black_Move_56,White_Move_57,Black_Move_57,White_Move_58,Black_Move_58,White_Move_59,Black_Move_59,White_Move_60,Black_Move_60,White_Move_61,Black_Move_61,White_Move_62,Black_Move_62,White_Move_63,Black_Move_63,White_Move_64,Black_Move_64,White_Move_65,Black_Move_65,White_Move_66,Black_Move_66,White_Move_67,Black_Move_67,White_Move_68,Black_Move_68,White_Move_69,Black_Move_69,White_Move_70,Black_Move_70,White_Move_71,Black_Move_71,White_Move_72,Black_Move_72,White_Move_73,Black_Move_73,White_Move_74,Black_Move_74,White_Move_75,Black_Move_75,White_Move_76,Black_Move_76,White_Move_77,Black_Move_77,White_Move_78,Black_Move_78,White_Move_79,Black_Move_79,White_Move_80,Black_Move_80,White_Move_81,Black_Move_81,White_Move_82,Black_Move_82,White_Move_83,Black_Move_83,White_Move_84,Black_Move_84,White_Move_85,Black_Move_85,White_Move_86,Black_Move_86,White_Move_87,Black_Move_87,White_Move_88,Black_Move_88,White_Move_89,Black_Move_89,White_Move_90,Black_Move_90,White_Move_91,Black_Move_91,White_Move_92,Black_Move_92,White_Move_93,Black_Move_93,White_Move_94,Black_Move_94,White_Move_95,Black_Move_95,White_Move_96,Black_Move_96,White_Move_97,Black_Move_97,White_Move_98,Black_Move_98,White_Move_99,Black_Move_99,White_Move_100,Black_Move_100,White_Move_101,Black_Move_101,White_Move_102,Black_Move_102,White_Move_103,Black_Move_103,White_Move_104,Black_Move_104,White_Move_105,Black_Move_105,White_Move_106,Black_Move_106,White_Move_107,Black_Move_107,White_Move_108,Black_Move_108,White_Move_109,Black_Move_109,White_Move_110,Black_Move_110,White_Move_111,Black_Move_111,White_Move_112,Black_Move_112,White_Move_113,Black_Move_113,White_Move_114,Black_Move_114,White_Move_115,Black_Move_115,White_Move_116,Black_Move_116,White_Move_117,Black_Move_117,White_Move_118,Black_Move_118,White_Move_119,Black_Move_119,White_Move_120,Black_Move_120,White_Move_121,Black_Move_121,White_Move_122,Black_Move_122,White_Move_123,Black_Move_123,White_Move_124,Black_Move_124,White_Move_125,Black_Move_125,White_Move_126,Black_Move_126,White_Move_127,Black_Move_127,White_Move_128,Black_Move_128,White_Move_129,Black_Move_129,White_Move_130,Black_Move_130,White_Move_131,Black_Move_131,White_Move_132,Black_Move_132,White_Move_133,Black_Move_133,White_Move_134,Black_Move_134,White_Move_135,Black_Move_135,White_Move_136,Black_Move_136,White_Move_137,Black_Move_137,White_Move_138,Black_Move_138,White_Move_139,Black_Move_139,White_Move_140,Black_Move_140,White_Move_141,Black_Move_141,White_Move_142,Black_Move_142,White_Move_143,Black_Move_143,White_Move_144,Black_Move_144,White_Move_145,Black_Move_145,White_Move_146,Black_Move_146,White_Move_147,Black_Move_147,White_Move_148,Black_Move_148,White_Move_149,Black_Move_149,White_Move_150,Black_Move_150,White_Move_151,Black_Move_151,White_Move_152,Black_Move_152,White_Move_153,Black_Move_153,White_Move_154,Black_Move_154,White_Move_155,Black_Move_155,White_Move_156,Black_Move_156,White_Move_157,Black_Move_157,White_Move_158,Black_Move_158,White_Move_159,Black_Move_159,White_Move_160,Black_Move_160,White_Move_161,Black_Move_161,White_Move_162,Black_Move_162,White_Move_163,Black_Move_163,White_Move_164,Black_Move_164,White_Move_165,Black_Move_165,White_Move_166,Black_Move_166,White_Move_167,Black_Move_167,White_Move_168,Black_Move_168,White_Move_169,Black_Move_169,White_Move_170,Black_Move_170,White_Move_171,Black_Move_171,White_Move_172,Black_Move_172,White_Move_173,Black_Move_173,White_Move_174,Black_Move_174,White_Move_175,Black_Move_175,White_Move_176,Black_Move_176,White_Move_177,Black_Move_177,White_Move_178,Black_Move_178,White_Move_179,Black_Move_179,White_Move_180,Black_Move_180,White_Move_181,Black_Move_181,White_Move_182,Black_Move_182,White_Move_183,Black_Move_183,White_Move_184,Black_Move_184,White_Move_185,Black_Move_185,White_Move_186,Black_Move_186,White_Move_187,Black_Move_187,White_Move_188,Black_Move_188,White_Move_189,Black_Move_189,White_Move_190,Black_Move_190,White_Move_191,Black_Move_191,White_Move_192,Black_Move_192
FICS rated standard game,740000434,Introspection,bobbydan,1996,2034,38.8,83.5,2700+45,2025.12.31,22:07:00,B12,70,0-1,e4 c6 d4 d5 e5 c5 Nf3 cxd4 Nxd4 Nc6 Nxc6 bxc6 Bd3 e6 O-O g6 Nd2 Bg7 Nf3 Ne7 Be3 O-O Re1 f6 Bc5 fxe5 Nxe5 Qc7 Qe2 Bb7 h4 Rfe8 h5 Bxe5 Qxe5 Qxe5 Rxe5 Nf5 hxg6 hxg6 Rae1 Kf7 g4 Nh4 R5e3 e5 Rh3 g5 Be3 Kf6 f3 e4 fxe4 dxe4 Bxe4 Rxe4 Bxg5+ Kxg5 Rxe4 Rf8 Rhe3 Ba6 Re5+ Kxg4 R3e4+ Kg3 Re3+ Nf3+ Kh1 Rh8+,e4,c6,e4 c6,d4,d5,e5,c5,Nf3,cxd4,Nxd4,Nc6,Nxc6,bxc6,Bd3,e6,O-O,g6,Nd2,Bg7,Nf3,Ne7,Be3,O-O,Re1,f6,Bc5,fxe5,Nxe5,Qc7,Qe2,Bb7,h4,Rfe8,h5,Bxe5,Qxe5,Qxe5,Rxe5,Nf5,hxg6,hxg6,Rae1,Kf7,g4,Nh4,R5e3,e5,Rh3,g5,Be3,Kf6,f3,e4,fxe4,dxe4,Bxe4,Rxe4,Bxg5+,Kxg5,Rxe4,Rf8,Rhe3,Ba6,Re5+,Kxg4,R3e4+,Kg3,Re3+,Nf3+,Kh1,Rh8+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,740000433,LordMelbury,riceball,1748,1785,36.2,45.6,900+0,2025.12.31,23:40:00,B21,39,1-0,e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6 Bc4 e6 O-O Bd7 Be3 Be7 Qe2 Nf6 Rfd1 O-O Rac1 Na5 Bd3 b6 e5 Ng4 Bf4 Nxe5 Bxe5 dxe5 Nxe5 Qe8 Nxd7 Bg5 Rc2 Nc6 Nxf8 Qxf8 Qe4,e4,c5,e4 c5,d4,cxd4,c3,dxc3,Nxc3,Nc6,Nf3,d6,Bc4,e6,O-O,Bd7,Be3,Be7,Qe2,Nf6,Rfd1,O-O,Rac1,Na5,Bd3,b6,e5,Ng4,Bf4,Nxe5,Bxe5,dxe5,Nxe5,Qe8,Nxd7,Bg5,Rc2,Nc6,Nxf8,Qxf8,Qe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,740000355,pinklion,fjgold,1876,1900,63.0,34.4,900+0,2025.12.31,22:43:00,C61,81,1-0,e4 e5 Nf3 Nc6 Bb5 Nd4 Ba4 Bd6 c3 Ne6 O-O Ne7 d4 exd4 cxd4 Bf4 Nc3 c6 Bb3 Ng6 Re1 O-O d5 Nc5 Bc2 d6 h3 f5 exf5 Bxf5 Nd4 Bxc2 Qxc2 Qg5 b4 Na6 Ne6 Qh4 Nxf8 Rxf8 Re4 c5 g3 Qg5 a3 Nc7 bxc5 dxc5 Bxf4 Nxf4 Kh2 Nfxd5 Nxd5 Qxd5 Rd1 Qf5 Qc4+ Kh8 Rf4 Qc8 Rxf8+ Qxf8 f4 b6 Rd7 Qc8 Qf7 Ne6 Qxe6 h6 Qe7 Qg8 Rd8 Kh7 Qe4+ g6 Rd7+ Kh8 Qe5+ Qg7 Qxg7#,e4,e5,e4 e5,Nf3,Nc6,Bb5,Nd4,Ba4,Bd6,c3,Ne6,O-O,Ne7,d4,exd4,cxd4,Bf4,Nc3,c6,Bb3,Ng6,Re1,O-O,d5,Nc5,Bc2,d6,h3,f5,exf5,Bxf5,Nd4,Bxc2,Qxc2,Qg5,b4,Na6,Ne6,Qh4,Nxf8,Rxf8,Re4,c5,g3,Qg5,a3,Nc7,bxc5,dxc5,Bxf4,Nxf4,Kh2,Nfxd5,Nxd5,Qxd5,Rd1,Qf5,Qc4+,Kh8,Rf4,Qc8,Rxf8+,Qxf8,f4,b6,Rd7,Qc8,Qf7,Ne6,Qxe6,h6,Qe7,Qg8,Rd8,Kh7,Qe4+,g6,Rd7+,Kh8,Qe5+,Qg7,Qxg7#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,740000336,fjgold,pinklion,1892,1888,34.6,64.1,900+0,2025.12.31,22:28:00,B23,53,1-0,e4 c5 Nc3 d6 Bc4 Nf6 Nge2 e5 O-O Be7 Ng3 Be6 Nd5 O-O c3 a6 Qf3 b5 Bb3 c4 Nxe7+ Qxe7 Bc2 d5 Nf5 Bxf5 exf5 Nbd7 d4 e4 Qh3 h6 Re1 Nh7 f3 Ng5 Qg3 Qf6 Bxg5 hxg5 fxe4 dxe4 Bxe4 Rae8 Bc2 Nb6 Re5 Nd7 Rd5 Re2 Rc1 Nb6 Rd6,e4,c5,e4 c5,Nc3,d6,Bc4,Nf6,Nge2,e5,O-O,Be7,Ng3,Be6,Nd5,O-O,c3,a6,Qf3,b5,Bb3,c4,Nxe7+,Qxe7,Bc2,d5,Nf5,Bxf5,exf5,Nbd7,d4,e4,Qh3,h6,Re1,Nh7,f3,Ng5,Qg3,Qf6,Bxg5,hxg5,fxe4,dxe4,Bxe4,Rae8,Bc2,Nb6,Re5,Nd7,Rd5,Re2,Rc1,Nb6,Rd6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,740000255,LNO,mcstorytaller,1937,1948,32.1,29.1,900+15,2025.12.31,20:41:00,C16,104,0-1,e4 e6 d4 d5 Nc3 Bb4 e5 Ne7 a3 Bxc3+ bxc3 c5 Bd3 c4 Be2 Nbc6 Nf3 h6 O-O g5 Ne1 Ng6 Bh5 Nce7 f4 Qa5 Bd2 Bd7 g4 gxf4 Bxf4 O-O-O Bd2 Rdf8 Qf3 Qb6 Ng2 Nxe5 Qf6 N5g6 Rfb1 Qd8 Qf1 f5 Qc1 fxg4 Bxg4 h5 Bh3 Rhg8 Qb2 Qc7 Qb4 e5 Bxd7+ Qxd7 Qc5+ Nc6 Rf1 exd4 cxd4 b6 Qb5 Nxd4 Qxd7+ Kxd7 Bh6 Rxf1+ Rxf1 Nh4 Rf7+ Ke8 Rxa7 Rxg2+ Kf1 Ndf3 Ra8+ Kd7 Rf8 Nxh2+ Ke1 N4f3+ Kd1 Nd4 Rf7+ Ke6 Rb7 Nhf3 Rxb6+ Kf5 Kc1 Rxc2+ Kb1 h4 Bg7 h3 Rf6+ Ke4 Rh6 h2 a4 Nd2+ Ka1 N4b3#,e4,e6,e4 e6,d4,d5,Nc3,Bb4,e5,Ne7,a3,Bxc3+,bxc3,c5,Bd3,c4,Be2,Nbc6,Nf3,h6,O-O,g5,Ne1,Ng6,Bh5,Nce7,f4,Qa5,Bd2,Bd7,g4,gxf4,Bxf4,O-O-O,Bd2,Rdf8,Qf3,Qb6,Ng2,Nxe5,Qf6,N5g6,Rfb1,Qd8,Qf1,f5,Qc1,fxg4,Bxg4,h5,Bh3,Rhg8,Qb2,Qc7,Qb4,e5,Bxd7+,Qxd7,Qc5+,Nc6,Rf1,exd4,cxd4,b6,Qb5,Nxd4,Qxd7+,Kxd7,Bh6,Rxf1+,Rxf1,Nh4,Rf7+,Ke8,Rxa7,Rxg2+,Kf1,Ndf3,Ra8+,Kd7,Rf8,Nxh2+,Ke1,N4f3+,Kd1,Nd4,Rf7+,Ke6,Rb7,Nhf3,Rxb6+,Kf5,Kc1,Rxc2+,Kb1,h4,Bg7,h3,Rf6+,Ke4,Rh6,h2,a4,Nd2+,Ka1,N4b3#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,740000222,mcstorytaller,LNO,1948,1937,29.2,32.2,900+15,2025.12.31,20:14:00,C02,130,1/2-1/2,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 b3 cxd4 cxd4 Bb4+ Bd2 Nge7 Bxb4 Qxb4+ Qd2 Qxd2+ Nbxd2 Nf5 Bb5 Bd7 Bxc6 Bxc6 g4 Ne7 Ke2 Ng6 Ke3 f6 h4 fxe5 h5 exd4+ Nxd4 Nf8 f4 O-O-O N2f3 Nd7 Ng5 e5 fxe5 Nxe5 Rhc1 Rde8 Nge6 Nxg4+ Kf4 Nf6 Nxc6 bxc6 Rxc6+ Kd7 Rac1 Rxe6 Rc7+ Ke8 Rc8+ Ke7 Rxh8 Nxh5+ Kg4 Nf6+ Kf5 Re2 Rc7+ Nd7 Rxh7 Kd6 Rxa7 d4 Rxg7 Nc5 b4 Rf2+ Kg6 Rg2+ Kh7 Rxg7+ Rxg7 Ne6 Rg1 Kd5 Rc1 d3 a4 Kd4 b5 d2 Rd1 Kc3 a5 Kc2 Rxd2+ Kxd2 Kg6 Kc3 Kf6 Nc5 a6 Kb4 a7 Nd7+ Ke7 Nb6 Kd6 Kxb5 Kc7 Ka6 Kb8 Kb5 Kb7 Ka5 Kc7 Ka6 Kb8 Kb5 Kb7 Ka5 Kc7 Kb5 Kb7 Ka5 Kc7 Kb5 Kb7 Ka5,e4,e6,e4 e6,d4,d5,e5,c5,c3,Nc6,Nf3,Qb6,b3,cxd4,cxd4,Bb4+,Bd2,Nge7,Bxb4,Qxb4+,Qd2,Qxd2+,Nbxd2,Nf5,Bb5,Bd7,Bxc6,Bxc6,g4,Ne7,Ke2,Ng6,Ke3,f6,h4,fxe5,h5,exd4+,Nxd4,Nf8,f4,O-O-O,N2f3,Nd7,Ng5,e5,fxe5,Nxe5,Rhc1,Rde8,Nge6,Nxg4+,Kf4,Nf6,Nxc6,bxc6,Rxc6+,Kd7,Rac1,Rxe6,Rc7+,Ke8,Rc8+,Ke7,Rxh8,Nxh5+,Kg4,Nf6+,Kf5,Re2,Rc7+,Nd7,Rxh7,Kd6,Rxa7,d4,Rxg7,Nc5,b4,Rf2+,Kg6,Rg2+,Kh7,Rxg7+,Rxg7,Ne6,Rg1,Kd5,Rc1,d3,a4,Kd4,b5,d2,Rd1,Kc3,a5,Kc2,Rxd2+,Kxd2,Kg6,Kc3,Kf6,Nc5,a6,Kb4,a7,Nd7+,Ke7,Nb6,Kd6,Kxb5,Kc7,Ka6,Kb8,Kb5,Kb7,Ka5,Kc7,Ka6,Kb8,Kb5,Kb7,Ka5,Kc7,Kb5,Kb7,Ka5,Kc7,Kb5,Kb7,Ka5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,740000146,Mariorichard,mayan,1705,1706,21.6,40.6,900+0,2025.12.31,19:52:00,B02,46,1-0,e4 Nf6 e5 Nd5 c4 Nb6 d4 e6 a4 Bb4+ Nc3 d5 c5 N6d7 Qb3 Nc6 Be3 a6 Nf3 h6 Bd3 b6 O-O bxc5 dxc5 Nxc5 Bxc5 Bxc5 Rac1 Nd4 Nxd4 Bxd4 Qb4 Bxe5 f4 Bd6 Qd4 O-O Bc2 c5 Qd3 g6 Rf3 c4 Qd4 Qb6,e4,Nf6,e4 Nf6,e5,Nd5,c4,Nb6,d4,e6,a4,Bb4+,Nc3,d5,c5,N6d7,Qb3,Nc6,Be3,a6,Nf3,h6,Bd3,b6,O-O,bxc5,dxc5,Nxc5,Bxc5,Bxc5,Rac1,Nd4,Nxd4,Bxd4,Qb4,Bxe5,f4,Bd6,Qd4,O-O,Bc2,c5,Qd3,g6,Rf3,c4,Qd4,Qb6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,740000121,Mariorichard,LordMelbury,1720,1771,21.7,36.9,900+0,2025.12.31,19:38:00,C50,54,0-1,e4 e5 Nf3 Nc6 Bc4 f5 d3 Bc5 Bg5 Nf6 Nc3 h6 Bd2 f4 Nh4 d6 Ng6 Rh7 Nh4 Qe7 Nf3 Bg4 h3 Be6 Bb5 Bd7 Qe2 O-O-O O-O-O Nd4 Bxd7+ Nxd7 Nxd4 Bxd4 Nd5 Qe6 c4 c6 Nc3 Nc5 f3 Bxc3 Bxc3 d5 cxd5 cxd5 exd5 Qxd5 Qxe5 Nxd3+ Kc2 Nxe5 Rxd5 Rxd5,e4,e5,e4 e5,Nf3,Nc6,Bc4,f5,d3,Bc5,Bg5,Nf6,Nc3,h6,Bd2,f4,Nh4,d6,Ng6,Rh7,Nh4,Qe7,Nf3,Bg4,h3,Be6,Bb5,Bd7,Qe2,O-O-O,O-O-O,Nd4,Bxd7+,Nxd7,Nxd4,Bxd4,Nd5,Qe6,c4,c6,Nc3,Nc5,f3,Bxc3,Bxc3,d5,cxd5,cxd5,exd5,Qxd5,Qxe5,Nxd3+,Kc2,Nxe5,Rxd5,Rxd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FICS rated standard game,740000114,pertinent,CharityJoy,1727,1711,29.7,91.1,900+0,2025.12.31,19:21:00,C44,96,0-1,e4 e5 Nf3 Nc6 d4 d6 d5 Nce7 c4 c5 Nc3 Bg4 Be2 f5 Bg5 fxe4 Nxe4 h6 Bh4 g5 Bg3 Nf5 Qa4+ Qd7 Qxd7+ Kxd7 h3 Bxf3 Bxf3 Nge7 Nf6+ Kd8 Be4 Bg7 Nh5 Rg8 Nxg7 Rxg7 Bh2 Nd4 O-O g4 hxg4 Rxg4 f3 Rg5 Kf2 Kc7 b3 Rag8 g3 h5 Rg1 Nef5 g4 hxg4 fxg4 Nh6 Bh7 Rf8+ Bf5 Nxg4+ Rxg4 Rxg4 Ke3 Rxf5 Rg1 Rf3+ Kd2 Rf2+ Ke3 Rxg1 Bxg1 Rxa2 Ke4 Nxb3 Kf5 Ra4 Be3 Rxc4 Ke6 a5 Bh6 a4 Bf8 Nd4+ Ke7 a3 Bg7 a2 Bxe5 dxe5 d6+ Kb6 d7 Nc6+,e4,e5,e4 e5,Nf3,Nc6,d4,d6,d5,Nce7,c4,c5,Nc3,Bg4,Be2,f5,Bg5,fxe4,Nxe4,h6,Bh4,g5,Bg3,Nf5,Qa4+,Qd7,Qxd7+,Kxd7,h3,Bxf3,Bxf3,Nge7,Nf6+,Kd8,Be4,Bg7,Nh5,Rg8,Nxg7,Rxg7,Bh2,Nd4,O-O,g4,hxg4,Rxg4,f3,Rg5,Kf2,Kc7,b3,Rag8,g3,h5,Rg1,Nef5,g4,hxg4,fxg4,Nh6,Bh7,Rf8+,Bf5,Nxg4+,Rxg4,Rxg4,Ke3,Rxf5,Rg1,Rf3+,Kd2,Rf2+,Ke3,Rxg1,Bxg1,Rxa2,Ke4,Nxb3,Kf5,Ra4,Be3,Rxc4,Ke6,a5,Bh6,a4,Bf8,Nd4+,Ke7,a3,Bg7,a2,Bxe5,dxe5,d6+,Kb6,d7,Nc6+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
